"compound_id"	"compound_name"	"equivalent_structures"	"primary_moa"	"moas"	"primary_target_gene_symbol"	"phase"	"rdkit_smiles"	"CAS"
"9d1dc89557edf263fb4fed0cc952d7e6"	"Dofequidar"	"[NCGC00378575]"	"Multidrug Resistance Protein 1 Inhibitor"	"[Multidrug Resistance Protein 1 Inhibitor, Mrp-1 Inhibitor, Multidrug Resistance-associated Protein 1 Inhibitor]"	"ABCB1"	"[Phase III, Unknown, Phase I]"	"[O=C(C(c1ccccc1)c1ccccc1)N1CCN(C[C@@H](O)COc2cccc3ncccc23)CC1, O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1.O=C(O)/C=C/C(=O)O, O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1]"	"158681-49-3"
"9d33f8e3baf999f74836a084d093fa3a"	"Amisulpride"	"[MLS000758258, NCGC00261818, NCGC00092310, MLS000759450]"	"Dopamine D2/d3 Antagonist"	"[Dopamine D2/d3 Antagonist, Dopamine Receptor D2 Antagonist, Dopamine D3 Antagonist]"	"DRD2"	"[Approved]"	"[CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC]"	"71675-85-9"
"9d61544775c753cb21046c7413354336"	"GDC-0349"	"[NCGC00346465, NCGC00389725]"	"Pim-3 Kinase Inhibitor, Mtor"	"[Pim-3 Kinase Inhibitor, Mtor, Serine/threonine-protein Kinase Pim-3 Inhibitor, Pim-3 Kinase Inhibitors, Mtor]"	"PIM3"	"[Discontinued, Unknown, Investigational, Phase I]"	"[CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4C)n2)CCN(C2COC2)C3)cc1, CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@H]4C)n2)CCN(C2COC2)C3)cc1, CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1, CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1.CS(=O)(=O)O]"	"1207360-89-1"
"9d6268ccbc4cf93bd915125ff9131932"	"GW768505A"	"[NCGC00242057]"	"Tie-2 Kinase Inhibitor"	"[Tie-2 Kinase Inhibitor, Angiopoietin-1 Receptor Inhibitor]"	"TEK"	"[Preclinical, Unknown]"	"[COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1, COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1.Cl]"	"501693-25-0"
"9d654fb46d4877542e09f7cd702fb76b"	"Ribavirin"	"[NCGC00016835, MLS000028486, NCGC00015904, NCGC00090726, MLS002222317, NCGC00095898, NCGC00258520, AB02509398, NCGC00261748]"	"Inosine 5'-monophosphate Dehydrogenase (impdh) Inhibitors"	"[Inosine 5'-monophosphate Dehydrogenase (impdh) Inhibitors, Inosine 5'-monophosphate Dehydrogenase (impdh) Inhibitor, Inosine 5'-monophosphate Dehydrogenase Inhibitor, Equilibrative Nucleoside Transporter 1 Inhibitor]"	"IMPDH2"	"[Unknown, Approved]"	"[NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)n1, NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1, NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1, NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1, NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)n1, NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)n1]"	"36791-04-5"
"9d8c070dd7aad013f4dc3e8a373477f7"	"Amsacrine"	"[NCGC00260839, NCGC00162077, NCGC00015113, NCGC00093644, MLS002153376]"	"Dna Topoisomerase Ii Alpha Inhibitor"	"[Dna Topoisomerase Ii Alpha Inhibitor, Dna Topoisomerase Ii Inhibitor, Dna Intercalating Drugs]"	"TOP2A"	"[Unknown, Approved]"	"[Br.COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12, COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2[nH+]c2ccccc12.CS(=O)(=O)[O-], COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl, COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12]"	"54301-15-4"
"9dbf8d63143cbc8bdb77733bd0e2b90e"	"Copanlisib"	"[NCGC00346457]"	"Phosphatidylinositol 3-kinase Alpha Isoform Inhibitor"	"[Phosphatidylinositol 3-kinase Alpha Isoform Inhibitor, Pi3k Alpha/delta Inhibitor, Phosphatidylinositol 3-kinase Delta Isoform Inhibitor]"	"PIK3CA"	"[Phase II, Approved]"	"[COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21, COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21.Cl.Cl]"	"1032568-63-0"
"9dfb37ad2fbdc7ee7637078a868b1306"	"Acc1 bms"	"[NCGC00263235]"	"Acetyl-coa Carboxylase Inhibitor"	"[Acetyl-coa Carboxylase Inhibitor]"	"ACACA"	"[Preclinical, Unknown]"	"[CC(=O)NC(C)c1ccc(Oc2ccc(OC(C)C)cc2)cc1]"	""
"9e00d2ac931cbdd40931451113bebc10"	"Whi-p154"	"[NCGC00351598]"	"Egfr Inhibitor"	"[Egfr Inhibitor, Alk, Jak3, Src, Alk Tyrosine Kinase Receptor Inhibitor, Epidermal Growth Factor Receptor Inhibitor, Tyrosine-protein Kinase Jak3 Inhibitor]"	"ALK"	"[Preclinical, Unknown]"	"[COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC]"	"211555-04-3"
"9e0cd27341ace4b6d124ac90635c2e67"	"Vu0661013"	"[NCGC00489906]"	"Mcl-1 Inhibitor"	"[Mcl-1 Inhibitor, Induced Myeloid Leukemia Cell Differentiation Protein Mcl-1 Inhibitor]"	"MCL1"	"[Preclinical]"	"[Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)[C@H](C)CN(c2cn(C)c4ccc(C(=O)O)cc24)C3=O)cc(C)c1Cl]"	""
"9e0f38dc17243f179821b9997b347622"	"BQU-57"	"[NCGC00378431]"	"Ral Gtpase Inhibitor"	"[Ral Gtpase Inhibitor, Ras-related Protein Ral-a Inhibitor, Ras Gtpase Inhibitor, Ras-related Protein Ral-b Inhibitor]"	"RALA"	"[Preclinical, Unknown]"	"[Cc1nn(C)c2c1C(c1ccc(C(F)(F)F)cc1)C(C#N)=C(N)O2]"	"1637739-82-2"
"9e119d8549fdf9fd94ee3ee61e14aecc"	"Ensartinib"	"[NCGC00510479]"	"Alk Tyrosine Kinase Receptor Inhibitor"	"[Alk Tyrosine Kinase Receptor Inhibitor, Alk Inhibitor, Alk Tyrosine Kinase Receptor (leu1196met Mutant) Inhibitor]"	"ALK"	"[Phase III, Unknown]"	"[C[C@@H](Oc1cc(C(=O)Nc2ccc(C(=O)N3CCN(C)CC3)cc2)nnc1N)c1c(Cl)ccc(F)c1Cl]"	"1365267-27-1"
"9e31f1a3ed08287655d2f7d7b34f6ee0"	"Ipfk2"	"[NCGC00263233]"	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 Inhibitor"	"[6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 Inhibitor, Inducible Phosphofructokinase-2 Inhibitor]"	"PFKFB2"	"[Preclinical, Unknown]"	"[Nc1ccc(C(=O)c2cc3c(ccc4ccccc43)[nH]2)cc1]"	"1332307-32-0"
"9e44c97ad6185bf731cb71cf6417b16d"	"DESONIDE"	"[NCGC00167983, NCGC00274065, NCGC00599766, NCGC00263926]"	"Corticosteroid"	"[Corticosteroid, Glucocorticoid Receptor Agonist]"	"NR3C1"	"[Unknown, Approved]"	"[CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1, CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1, CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1, CC1(C)O[C@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1, CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4C(O)C[C@]3(C)[C@]2(C(=O)CO)O1]"	"638-94-8"
"9e4f3aef762b5765313458e0be8a6a30"	"ACY-738"	"[NCGC00511370]"	"Hdac Inhibitor"	"[Hdac Inhibitor, Histone Deacetylase 6, Class Iib Inhibitor]"	"HDAC1"	"[Preclinical, Unknown]"	"[O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1]"	"1375465-91-0"
"9e5e620d95dd6ec4d767730af16fa5fe"	"LONIDAMINE"	"[NCGC00261403, NCGC00015609, NCGC00025244, NCGC00259855, MLS000028822]"	"Mitochondrial Pyruvate Carrier 1 Inhibitor"	"[Mitochondrial Pyruvate Carrier 1 Inhibitor, Phosphotransferase (hk) (trypanosoma Brucei) Inhibitor, Hexokinase Inactivator]"	"MPC1"	"[Phase III, Approved]"	"[O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12]"	"50264-69-2"
"9e81b60aed434e2291c5ec901c6146bf"	"DEXAMETHASONE"	"[MLS001332507, AB07944355, MLS000686794, MLS001332508, NCGC00388371, NCGC00161835, NCGC00178079, NCGC00091019, NCGC00257676, NCGC00260898, NCGC00161595, NCGC00242502, MLS001055412, NCGC00093684, NCGC00016439, NCGC00094601, NCGC00025017, MLS000859943, NCGC00389763, NCGC00255195, NCGC00015161, MLS002153244, NCGC00381702, NCGC00162094, MLS001332616, NCGC00164401]"	"Antiinflammatory; Glucocorticoid Receptor Antagonist"	"[Antiinflammatory; Glucocorticoid Receptor Antagonist, Glucocorticoid Receptor Agonist, Antiinflammatory Agent, Glucocorticoid Steroid]"	"NR3C1"	"[Unknown, Approved]"	"[C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO, C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)CO, C[C@@H]1C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, CC1CC2C3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)C(O)C[C@]2(C)[C@]1(O)C(=O)CO, C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CO, C[C@H]1CC2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO, C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO]"	"378-44-9"
"9e82d3c35a2ca6d4073e3acbcc6ac891"	"Ginkgolide B"	"[NCGC00025245, NCGC00386140, NCGC00384675, NCGC00017320, NCGC00163561, NCGC00389297, MLS001216216, NCGC00381713, NCGC00388318, MLS000563450, NCGC00142503]"	"Gaba(a) Receptor Antagonist"	"[Gaba(a) Receptor Antagonist, Gaba(a) Receptor Antagonists, Platelet-activating Factor Receptor Antagonist, Glycine Receptor Antagonist]"	"GABRA1"	"[Phase III, Unknown]"	"[C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36C(OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O, CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O, C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5CC(C(C)(C)C)[C@]36C(OC(=O)[C@H]6O)O[C@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)OC2[C@H](O)[C@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O, C[C@@H]1C(=O)O[C@H]2[C@@H](O)[C@@]34[C@H]5C[C@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2[C@@H](O)[C@@]34[C@H]5CC(C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2C(O)C34[C@H]5CC(C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5CC(C(C)(C)C)[C@]36[C@H](OC(=O)[C@H]6O)O[C@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O, C[C@@H]1C(=O)O[C@H]2[C@@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O]"	"15291-77-7"
"9e9d773ae0600bfb351aa895573eee0b"	"NVS-PAK1-1"	"[NCGC00486944]"	"Serine/threonine-protein Kinase Pak 1 Inhibitor"	"[Serine/threonine-protein Kinase Pak 1 Inhibitor, P21-activated Kinase 1 (pak1) Inhibitor]"	"PAK1"	"[Preclinical, Unknown]"	"[CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1]"	""
"9eb87afa6397c625186a400ff04221f3"	"Eos-200271"	"[NCGC00509942]"	"Indoleamine 2,3-dioxygenase 1 Inhibitor"	"[Indoleamine 2,3-dioxygenase 1 Inhibitor, Ido Inhibitor]"	"IDO1"	"[Unknown, Phase I]"	"[O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1]"	"198474-05-4"
"9ebc34746452c9dc31a27934af8769de"	"Fluphenazine dihydrochloride"	"[MLS000028415, NCGC00015436, NCGC00261240, NCGC00093941, MLS001076508, MLS001424190, NCGC00180878, NCGC00024429]"	"Dopamine D2 Antagonist"	"[Dopamine D2 Antagonist, Dopamine Receptor D2 Antagonist, Nicotinic Alpha7 Receptor Ligands, Neuronal Acetylcholine Receptor Subunit Alpha-7 Ligand]"	"DRD2"	"[Unknown, Approved]"	"[OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1, Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1, Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1]"	"146-56-5"
"9ec8494a4e74b89ef602307d022b61e2"	"ETODOLAC"	"[NCGC00089769, NCGC00259767, NCGC00015399, NCGC00261164, NCGC00016849, MLS001077315, MLS000028474, NCGC00021705, NCGC00386139]"	"Prostaglandin G/h Synthase 2 Inhibitor"	"[Prostaglandin G/h Synthase 2 Inhibitor, Cyclooxygenase-2 Inhibitor]"	"PTGS2"	"[Phase II, Unknown, Approved]"	"[CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3, CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3, CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3]"	"41340-25-4"
"9eda24a8798f7cfbb05ee062373144a3"	"Dronedarone hydrochloride"	"[NCGC00188863, NCGC00408827, MLS004774028]"	"Alpha-adrenergic Receptor Antagonist"	"[Alpha-adrenergic Receptor Antagonist, Alpha,beta-adrenoceptor Antagonist, Cytochrome P450 3a4 Inhibitor, Cytochrome P450 Cyp2d6 Inhibitor, Beta Adrenergic Receptor Agonist, Multidrug Resistance Protein 1 Inhibitor, Alpha,beta-adrenoceptor Antagonists]"	"ADRA1A"	"[Approved]"	"[CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl, CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCC)CCC)cc1, CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1]"	"141626-36-0"
"9ee4dec1593d24e15412152a9678d049"	"OTILONIUM BROMIDE"	"[NCGC00163507]"	"Muscarinic Antagonists"	"[Muscarinic Antagonists]"	"CHRM1"	"[Phase III, Preclinical]"	"[CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1.[Br-], CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1]"	"26095-59-0"
"9eec310fe4acac14a3a026b188a9c88d"	"Sj 172550"	"[NCGC00263212, NCGC00386707]"	"Protein Mdm4 Inhibitor"	"[Protein Mdm4 Inhibitor, Mdm4 (mdmx) Inhibitor]"	"MDM4"	"[Preclinical, Unknown]"	"[CCOc1cc(C=C2C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC, CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC, CCOc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC]"	"431979-47-4"
"9efa64ea8aec2f233716fc1b3741f116"	"Lexibulin hydrochloride"	"[NCGC00389386, NCGC00482833, NCGC00346574]"	"Tubulin Depolymerization Inhibitor"	"[Tubulin Depolymerization Inhibitor, Microtubule Polymerization Inhibitor, Tubulin Polymerization Inhibitor]"	"TUBB"	"[Phase II]"	"[CCCC(Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1, CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1, CCC[C@@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1]"	"917111-44-5"
"9efbf32b1583a600b47ebb3036cfa218"	"cct018159"	"[NCGC00161410]"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"[Heat Shock Protein 90 (hsp90) Inhibitor]"	"HSP90AB1"	"[Preclinical, Unknown]"	"[CCc1cc(-c2n[nH]c(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O, CCc1cc(-c2[nH]nc(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O]"	"171009-07-7"
"9f1cc460b0849b67e0145c9019ea9178"	"REBECCAMYCIN"	"[NCGC00485587, NCGC00346471, MLS002701854]"	"Dna Topoisomerase I Inhibitors"	"[Dna Topoisomerase I Inhibitors, Dna Topoisomerase I Inhibitor]"	"TOP1"	"[Preclinical, Unknown]"	"[CO[C@H]1[C@H](CO)O[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)[C@@H](O)[C@@H]1O, COC1C(CO)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O, CO[C@@H]1[C@@H](CO)O[C@@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)[C@H](O)[C@H]1O]"	"93908-02-2"
"9f344fca2126d440f7d9eda2c8120269"	"NITROXOLINE"	"[MLS001148594, MLS000069750, NCGC00160664]"	"Methionine Aminopeptidase-2 (metap2) Inhibitor"	"[Methionine Aminopeptidase-2 (metap2) Inhibitor, Methionine Aminopeptidase-2 Inhibitor, Bacterial Methionine Aminopeptidase Inhibitor, Cathepsin B Inhibitor, Nad-dependent Protein Deacetylase Sirtuin-1 Inhibitor]"	"METAP2"	"[Phase II, Unknown]"	"[O=C1C=CC(=[N+]([O-])O)c2cccnc21, O=[N+]([O-])c1ccc(O)c2ncccc12, Cl.O=[N+]([O-])c1ccc(O)c2ncccc12]"	"4008-48-4"
"9f40b2114a81e00b366e0e29f0d67a8c"	"Argatroban monohydrate"	"[NCGC00389604, NCGC00647805, NCGC00164592, MLS001424093, NCGC00271598, NCGC00507749, NCGC00166413, MLS000759461]"	"Thrombin Inhibitor"	"[Thrombin Inhibitor, Thrombin Inhibitors]"	"F2"	"[Unknown, Approved]"	"[CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1, C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1, C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)CC2C(=O)O)C1, CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1, CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)CC2C(=O)O)C1, C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1, CC1CCN(C(=O)C(CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)C(C(=O)O)C1]"	"74863-84-6"
"9f885cf50f4a548202f2cb3a49ee90b5"	"GW-9508"	"[NCGC00261236, MLS001065626, NCGC00167811]"	"Free Fatty Acid Receptor 1 Agonist"	"[Free Fatty Acid Receptor 1 Agonist, Insulin Secretagogues, Free Fatty Acid Receptor 4 Agonist]"	"FFAR1"	"[Preclinical, Unknown]"	"[O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1]"	"885101-89-3"
"9f99bbebbdbeea5d47fed3dbb8e8d9ff"	"H-89"	"[NCGC00093630, NCGC00015140, NCGC00162073]"	"Pkb/akt Inhibitor"	"[Pkb/akt Inhibitor, Camp-dependent Protein Kinase A Inhibitor, Akt Inhibitor, Voltage-gated K(v) Channel Blockers, Akt Serine/threonine Kinase Inhibitor]"	"AKT1"	"[Preclinical, Unknown]"	"[O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12, Cl.Cl.O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12, O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12, O=S(=O)(NCCNC/C=C\c1ccc(Br)cc1)c1cccc2cnccc12]"	"130964-39-5"
