Cosmic id	Analysis.Set.Name	Sanger_ID	GDSC.description_1	SLFN11
924111	HO-1-N-1	1710STDY5035546	aero_dig_tract	6.9471
910694	LN-405	CGP_CCL5055136	nervous_system	3.1323
1240173	MDST8	1710STDY5035354	large_intestine	4.9033
906839	DK-MG	CGP_CCL5055113	nervous_system	5.7296
946373	D-502MG	1710STDY5035120	nervous_system	3.2083
907071	HuH-7	CGP_CCL5055329	digestive_system	2.7673
1240125	COLO-783	CGP_CCL5369296	skin	4.8976
1290806	FU97	1710STDY5035604	digestive_system	3.3396
906813	COLO-800	1710STDY5035146	skin	5.9619
910920	A704	1710STDY5035408	kidney	7.9755
906865	G-361	1710STDY5035186	skin	3.0743
906835	DBTRG-05MG	CGP_CCL5055133	nervous_system	6.1203
1240215	SKN	CGP_CCL5306203	urogenital_system	3.0360
908125	MEL-JUSO	1710STDY5035157	skin	3.1550
724863	LU-65	1710STDY5034679	lung_NSCLC	2.9534
909701	RPMI-6666	1710STDY5034955	lymphoma	4.2621
907169	IGR-1	1710STDY5035182	skin	2.9196
905948	A498	1710STDY5035393	kidney	2.9180
908476	NCI-H1993	1710STDY5034678	lung_NSCLC	3.0936
1240160	JHH-7	CGP_CCL5055322	digestive_system	3.0075
906849	ECC12	1710STDY5035587	digestive_system	2.6864
909727	SK-MEL-31	CGP_CCL5391642	skin	6.4889
908457	NCI-H747	1710STDY5035343	large_intestine	3.1051
907279	KINGS-1	1710STDY5035116	nervous_system	2.9221
909699	RMG-I	1710STDY5035304	urogenital_system	2.8615
1503369	EMC-BAC-1	CGP_CCL5228701	lung_NSCLC	6.2686
908145	MOG-G-UVW	CGP_CCL5391644	nervous_system	3.7677
909250	OS-RC-2	1710STDY5035396	kidney	5.9255
722046	NCI-H2122	1710STDY5034599	lung_NSCLC	2.9164
905954	SK-MEL-28	1710STDY5035164	skin	3.6849
908144	MOG-G-CCM	CGP_CCL5306246	nervous_system	2.6520
910702	AsPC-1	1710STDY5035491	pancreas	3.2613
753595	MZ1-PC	1710STDY5035494	pancreas	5.0419
1240140	H3118	1710STDY5035537	aero_dig_tract	2.8398
908124	MEL-HO	1710STDY5035156	skin	3.1845
907058	HMV-II	1710STDY5035150	skin	2.7537
910921	A101D	1710STDY5035139	skin	5.5344
925339	MMAC-SF	1710STDY5035159	skin	3.0423
905959	SK-OV-3	1710STDY5035305	urogenital_system	4.7573
1298168	KMRC-1	1710STDY5035417	kidney	7.9863
1290808	H2369	1710STDY5034704	lung	6.3683
1240157	JHH-2	CGP_CCL5055326	digestive_system	2.8388
906746	Becker	1710STDY5035127	nervous_system	6.3704
908449	NMC-G1	1710STDY5035114	nervous_system	5.6753
910922	769-P	1710STDY5035391	kidney	2.9395
1290767	CHSA0011	CGP_CCL5391651	bone	3.0584
1298537	RERF-LC-KJ	CGP_CCL5306245	lung_NSCLC	3.1903
909723	SK-MEL-1	1710STDY5035161	skin	3.0336
1298534	QGP-1	CGP_CCL5103699	pancreas	3.1369
1298357	NUGC-4	CGP_CCL5369282	digestive_system	2.9804
1240124	CL-40	CGP_CCL5306274	large_intestine	3.3042
909709	SCC-9	1710STDY5035526	aero_dig_tract	2.8671
905954.1	SK-MEL-28	1710STDY5035164	skin	3.3179
909781	VMRC-RCZ	CGP_CCL5228696	kidney	2.8691
909974	RCC10RGB	1710STDY5035397	kidney	5.7218
1298362	OSC-19	CGP_CCL5103722	aero_dig_tract	3.9219
906868	GAMG	CGP_CCL5055114	nervous_system	4.6681
1299081	WM793B	CGP_CCL5306165	skin	6.3770
909736	SNU-387	CGP_CCL5055318	digestive_system	3.1280
1524419	RCC-MF	CGP_CCL5228734	kidney	7.8404
909706	RVH-421	1710STDY5035180	skin	3.1130
910932	GAK	1710STDY5035149	skin	2.7515
1240130	G-MEL	1710STDY5035178	skin	2.9392
