,COSMIC.identifier,Sample.Name,Sample.Name.Old,Whole.Exome.Sequencing..WES.,Copy.Number.Alterations..CNA.,Gene.Expression,Methylation,Drug.Response,GDSC.Tissue.descriptor.1,GDSC.Tissue.descriptor.2,Cancer.Type..matching.TCGA.label.,Microsatellite..instability.Status..MSI.,Screen.Medium,Growth.Properties,Name,TissueType,OncoTree1,OncoTree2,OncoTree3,OncoTree4,EMT,NAPY,TNBC,CellosaurusID
204,905969,OVCAR-5,OVCAR-5,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,OVCAR-5,OV,Ovary,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
205,905970,EKVX,EKVX,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,EKVX,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial-Mesenchymal,NA,NA,
206,905971,HCC2998,HCC2998,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,HCC2998,NA,Bowel,NA,NA,NA,Epithelial,NA,NA,
207,905972,HOP-62,HOP-62,Y,Y,Y,N,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,HOP-62,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Mesenchymal,NA,NA,
208,905973,HOP-92,HOP-92,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Adherent,HOP-92,NOT_TCGA,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Mesenchymal,NA,NA,
209,905974,LOXIMVI,LOXIMVI,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Semi-Adherent,LOXIMVI,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
210,905975,M14,M14,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,M14,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
211,905976,UACC-62,UACC-62,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,UACC-62,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
212,905977,UACC-257,UACC-257,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,UACC-257,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
213,905978,RXF393,RXF393,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,RXF393,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
214,905979,SN12C,SN12C,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,SN12C,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
215,905980,TK10,TK10,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,TK10,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
216,905981,U031,U031,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,U031,KIRC,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
217,905982,SNB75,SNB75,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,SNB75,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
218,905983,U251,U251,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,U251,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
219,905984,SF539,SF539,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent,SF539,OTHER,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
220,905985,SF295,SF295,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,SF295,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
221,905986,SF268,SF268,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,SF268,GBM,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
222,905989,KM12,KM12,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,KM12,NA,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
223,905990,OVCAR-4,OVCAR-4,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,OVCAR-4,OV,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial,NA,NA,
224,905991,OVCAR-8,OVCAR-8,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,OVCAR-8,OV,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial-Mesenchymal,NA,NA,
225,906693,BxPC-3,BxPC-3,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,BxPC-3,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
226,906696,BHT-101,BHT-101,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,BHT-101,THCA,Thyroid,Anaplastic Thyroid Cancer (THAP),NA,NA,Epithelial-Mesenchymal,NA,NA,
227,906746,Becker,Becker,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Becker,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
228,906763,BE-13,BE-13,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,BE-13,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
229,906765,ARH-77,ARH-77,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,ARH-77,NA,Blood,Multiple Myeloma (MM),NA,NA,NA,NA,NA,
230,906790,AGS,AGS,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,AGS,NA,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
231,906791,ABC-1,ABC-1,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,ABC-1,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
232,906792,A2058,A2058,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,A2058,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
233,906793,A375,A375,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,A375,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
234,906794,A253,A253,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,,MSS/MSI-L,D/F12,Adherent,A253,NA,Other,NA,NA,NA,Epithelial,NA,NA,
235,906795,8305C,8305C,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,8305C,THCA,Thyroid,Anaplastic Thyroid Cancer (THAP),NA,NA,Mesenchymal,NA,NA,
236,906797,647-V,647-V,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,647-V,BLCA,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Epithelial,NA,NA,
237,906798,639-V,639-V,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,639-V,OTHER,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Mesenchymal,NA,NA,
238,906800,697,697,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,,MSS/MSI-L,R,Suspension,697,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
239,906801,BT-20,BT-20,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,BT-20,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,Breast Triple Negative,
240,906804,A2780,A2780,Y,Y,Y,Y,Y,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,R,Semi-Adherent,A2780,NA,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Mesenchymal,NA,NA,
241,906805,COR-L105,COR-L105,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,COR-L105,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial-Mesenchymal,NA,NA,
242,906807,CRO-AP2,CRO-AP2,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,CRO-AP2,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
243,906808,COR-L88,COR-L88,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,COR-L88,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
244,906812,COLO-824,COLO-824,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,COLO-824,BRCA,Breast,NA,NA,NA,Epithelial,NA,NA,
245,906813,COLO-800,COLO-800,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,COLO-800,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
246,906814,COLO-792,COLO-792,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,COLO-792,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
247,906817,COLO-680N,COLO-680N,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,COLO-680N,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
248,906818,COLO-679,COLO-679,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,COLO-679,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
249,906820,CHP-212,CHP-212,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,CHP-212,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
250,906821,CFPAC-1,CFPAC-1,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,CFPAC-1,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
251,906824,Ca-Ski,Ca-Ski,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent,Ca-Ski,CESC,Cervix,NA,NA,NA,Epithelial,NA,NA,
252,906825,Caov-3,Caov-3,Y,Y,N,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,Caov-3,NA,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,NA,NA,NA,
253,906826,CAL-120,CAL-120,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,CAL-120,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial-Mesenchymal,NA,Breast Triple Negative,
254,906827,CAL-72,CAL-72,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,CAL-72,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
255,906828,CAL-62,CAL-62,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,CAL-62,THCA,Thyroid,Anaplastic Thyroid Cancer (THAP),NA,NA,Mesenchymal,NA,NA,
256,906830,C32,C32,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,C32,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
257,906831,Daudi,Daudi,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Daudi,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
258,906832,DB,DB,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,DB,DLBC,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Diffuse Large B-Cell Lymphoma (DLBCL),NA,NA,NA,
259,906833,Daoy,Daoy,Y,Y,Y,Y,Y,nervous_system,medulloblastoma,MB,MSS/MSI-L,D/F12,Adherent,Daoy,OTHER,Brain_CNS,Embryonal Tumor (EMBT),Medulloblastoma (MBL),NA,Mesenchymal,NA,NA,
260,906834,D-283MED,D-283MED,Y,Y,Y,Y,Y,nervous_system,medulloblastoma,MB,MSS/MSI-L,D/F12,Adherent,D-283MED,OTHER,Brain_CNS,Embryonal Tumor (EMBT),Medulloblastoma (MBL),NA,Mesenchymal,NA,NA,
261,906835,DBTRG-05MG,DBTRG-05MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,DBTRG-05MG,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
262,906836,DEL,DEL,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension,DEL,NA,Lymph,NA,NA,NA,NA,NA,NA,
263,906837,Detroit562,Detroit562,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Detroit562,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
264,906838,DG-75,DG-75,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSI-H,R,Suspension,DG-75,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
265,906839,DK-MG,DK-MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,DK-MG,GBM,Brain_CNS,Diffuse Glioma (DIFG),Astrocytoma (ASTR),NA,Mesenchymal,NA,NA,
266,906841,DJM-1,DJM-1,Y,Y,Y,Y,Y,skin,skin_other,,MSS/MSI-L,D/F12,Adherent,DJM-1,OTHER,Other,NA,NA,NA,Epithelial,NA,NA,
267,906842,DOHH-2,DOHH-2,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,DOHH-2,DLBC,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Diffuse Large B-Cell Lymphoma (DLBCL),NA,NA,NA,
268,906843,DoTc2-4510,DoTc2-4510,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,DoTc2-4510,CESC,Cervix,NA,NA,NA,Epithelial,NA,NA,
269,906844,DU-4475,DU-4475,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Suspension,DU-4475,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,Breast Triple Negative,
270,906846,EB2,EB2,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,EB2,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
271,906847,EB-3,EB-3,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,EB-3,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),Burkitt Lymphoma (BL),NA,NA,NA,
272,906848,ECC10,ECC10,Y,Y,Y,Y,Y,digestive_system,stomach,,MSS/MSI-L,R,Suspension,ECC10,OTHER,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial-Mesenchymal,NA,NA,
273,906849,ECC12,ECC12,Y,Y,Y,Y,Y,digestive_system,stomach,,MSS/MSI-L,R,Suspension,ECC12,OTHER,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial-Mesenchymal,NA,NA,
274,906851,EFM-19,EFM-19,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,EFM-19,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
275,906852,EFO-27,EFO-27,Y,Y,Y,Y,Y,urogenital_system,ovary,,MSI-H,R,Adherent,EFO-27,OTHER,Ovary,Ovarian Epithelial Tumor (OVT),Mucinous Ovarian Cancer (MOV),NA,Epithelial-Mesenchymal,NA,NA,
276,906854,EHEB,EHEB,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,EHEB,LCLL,Lymph,NA,NA,NA,NA,NA,NA,
277,906855,EM-2,EM-2,Y,Y,Y,Y,Y,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,EM-2,NA,Blood,Leukemia (LEUK),Chronic Myelogenous Leukemia (CML),NA,NA,NA,NA,
278,906856,EoL-1-cell,EoL-1-cell,Y,Y,Y,Y,Y,leukemia,haematopoietic_neoplasm other,,MSS/MSI-L,R,Suspension,EoL-1-cell,NA,Other,NA,NA,NA,Mesenchymal,NA,NA,
279,906861,ETK-1,ETK-1,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent,ETK-1,NA,Biliary_Tract,NA,NA,NA,Epithelial,NA,NA,
280,906862,EVSA-T,EVSA-T,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,EVSA-T,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,NA,
281,906863,FADU,FADU,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,FADU,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
282,906864,FTC-133,FTC-133,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,FTC-133,THCA,Thyroid,Follicular Thyroid Cancer (THFO),NA,NA,Mesenchymal,NA,NA,
283,906865,G-361,G-361,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,G-361,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
284,906868,GAMG,GAMG,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,GAMG,CANNOT_CLASSIFY,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
285,906869,GCIY,GCIY,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,GCIY,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
286,906870,GDM-1,GDM-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,GDM-1,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
287,906871,GI-1,GI-1,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,GI-1,OTHER,Brain_CNS,Diffuse Glioma (DIFG),Glioblastoma (GB),Gliosarcoma (GSARC),Mesenchymal,NA,NA,
288,906872,GI-ME-N,GI-ME-N,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,GI-ME-N,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
289,906875,GOTO,GOTO,Y,Y,Y,Y,Y,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,GOTO,NA,Brain_CNS,Embryonal Tumor (EMBT),Neuroblastoma (NBL),NA,Mesenchymal,NA,NA,
290,906877,GR-ST,GR-ST,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension,GR-ST,NA,Blood,Leukemia (LEUK),NA,NA,NA,NA,NA,
291,906999,GCT,GCT,Y,Y,Y,Y,Y,soft_tissue,soft_tissue_other,,MSS/MSI-L,R,Adherent,GCT,NA,Soft_Tissue,Undifferentiated Pleomorphic Sarcoma / Malignant Fibrous Histiocytoma / High Grade Spindle Cell Sarcoma (MFH),NA,NA,Mesenchymal,NA,NA,
292,907000,ESS-1,ESS-1,Y,Y,Y,Y,Y,urogenital_system,endometrium,,MSS/MSI-L,R,Adherent,ESS-1,OTHER,Uterus,Uterine Sarcoma / Mesenchymal (USARC),Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS),NA,Mesenchymal,NA,NA,
293,907042,H4,H4,Y,Y,Y,Y,Y,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,H4,CANNOT_CLASSIFY,Brain_CNS,NA,NA,NA,Mesenchymal,NA,NA,
294,907043,H9,H9,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension,H9,NA,Lymph,NA,NA,NA,NA,NA,NA,
295,907044,HC-1,HC-1,Y,Y,Y,Y,Y,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,R,Suspension,HC-1,NA,Blood,Leukemia (LEUK),Hairy Cell Leukemia (HCL),NA,NA,NA,NA,
296,907045,HCC1419,HCC1419,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,HCC1419,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
297,907046,HCC1569,HCC1569,Y,Y,Y,Y,Y,breast,breast,BRCA,MSI-H,R,Adherent,HCC1569,BRCA,Breast,Metaplastic Breast Cancer (MBC),Epithelial Type Metaplastic Breast Cancer (EMBC),NA,Epithelial,NA,NA,
298,907047,HCC1806,HCC1806,Y,Y,Y,Y,Y,breast,breast,,MSS/MSI-L,R,Adherent,HCC1806,NA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,Breast Triple Negative,
299,907048,HCC70,HCC70,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,HCC70,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,Breast Triple Negative,
300,907051,HEC-1,HEC-1,Y,Y,Y,Y,Y,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,HEC-1,UCEC,Uterus,Endometrial Carcinoma (UCEC),NA,NA,Epithelial-Mesenchymal,NA,NA,
301,907053,HEL,HEL,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Semi-Adherent,HEL,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
302,907055,HGC-27,HGC-27,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,HGC-27,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Mesenchymal,NA,NA,
303,907056,HH,HH,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,,MSS/MSI-L,R,Suspension,HH,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),T-Cell and Natural Killer Lymphoma (TNKL),NA,NA,NA,NA,
304,907057,HLE,HLE,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,HLE,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Mesenchymal,NA,NA,
305,907058,HMV-II,HMV-II,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,HMV-II,NA,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
306,907060,HOS,HOS,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,HOS,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
307,907061,HSC-3,HSC-3,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,HSC-3,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
308,907062,HSC-4,HSC-4,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,HSC-4,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
309,907063,HT,HT,Y,Y,N,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSI-H,R,Suspension,HT,NA,Lymph,Non-Hodgkin's Lymphoma (NHL),B-Cell Lymphoma (BCL),NA,NA,NA,NA,
310,907064,HT-1080,HT-1080,Y,Y,Y,Y,Y,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent,HT-1080,NA,Soft_Tissue,Fibrosarcoma (FIBS),NA,NA,Mesenchymal,NA,NA,
311,907065,HT-1197,HT-1197,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,HT-1197,BLCA,Bladder_Urinary_Tract,NA,NA,NA,Epithelial,NA,NA,
312,907066,HT-1376,HT-1376,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,HT-1376,BLCA,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Epithelial,NA,NA,
313,907067,HT-144,HT-144,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,HT-144,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
314,907068,HT-3,HT-3,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent,HT-3,CESC,Cervix,NA,NA,NA,Epithelial,NA,NA,
315,907069,HuCCT1,HuCCT1,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent,HuCCT1,NA,Biliary_Tract,NA,NA,NA,Epithelial,NA,NA,
316,907071,HuH-7,HuH-7,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,HuH-7,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
