DRUG_NAME	STD_NAME	nci60	ccle	gdscDec15	ctrp	nciSclc	PUBCHEM_NAME
IMIQUIMOD	NA	NA	NA	NA	NA	NA	IMIQUIMOD;99011-02-6;Aldara;Zyclara;Beselna
INCB-18424	NA	NA	NA	NA	NA	NA	S-Ruxolitinib;Ruxolitinib (S enantiomer);941685-37-6;(R)-ruxolitinib;INCB-18424
INDISULAM	NA	NA	NA	NA	NA	NA	Indisulam;165668-41-7;E7070;UNII-WJ98J3NM90;E 7070
INK-1197	NA	NA	NA	NA	NA	NA	Duvelisib;1201438-56-3;IPI-145;UNII-610V23S0JI;(S)-3-(1-((9H-Purin-6-yl)amino)ethyl)-8-chloro-2-phenylisoquinolin-1(2H)-one
INK-128	NA	NA	NA	NA	NA	NA	1224844-38-5;INK-128;INK 128;MLN0128;Sapanisertib
IOX2	NA	NA	NA	NA	NA	NA	IOX2;931398-72-0;IOX 2;AK176060;2-[(1-benzyl-4-hydroxy-2-oxoquinoline-3-carbonyl)amino]acetic acid
IPA-3	NA	NA	NA	NA	NA	NA	IPA-3;42521-82-4;1,1'-Dithiodi-2-naphthol;UNII-3XFG6MQ9G2;Bis(2-hydroxy-1-naphthyl) disulfide
IPI-926	NA	NA	NA	NA	NA	NA	SARIDEGIB;IPI-926;UNII-JT96FPU35X;Saridegib [USAN];1037210-93-7
IRINOTECAN	NA	NA	NA	NA	NA	NA	irinotecan;Camptosar;97682-44-5;(+)-Irinotecan;Irinotecanum
IROFULVEN	NA	NA	NA	NA	NA	NA	Irofulven;HMAF;MGI 114;158440-71-2;MGI-114
ISOMER OF BAFETINIB	NA	NA	NA	NA	NA	NA	NA
ISOMER OF LOR-253	NA	NA	NA	NA	NA	NA	NA
ISOTRETINOIN	NA	NA	NA	NA	NA	NA	Isotretinoin;13-cis-Retinoic acid;Accutane;Roaccutane;Claravis
ISPINESIB MESYLATE	NA	NA	NA	NA	NA	NA	NA
ISTRADEFYLLINE	NA	NA	NA	NA	NA	NA	Istradefylline;155270-99-8;KW-6002;KW 6002;UNII-2GZ0LIK7T4
ITRACONAZOLE	NA	NA	NA	NA	NA	NA	itraconazole;Sporanox;Oriconazole;Itraconazolum;Itraconazol
ITRI-260	NA	NA	NA	NA	NA	NA	NA
IVACAFTOR	NA	NA	NA	NA	NA	NA	Ivacaftor;873054-44-5;VX-770;Kalydeco;N-(2,4-di-tert-butyl-5-hydroxyphenyl)-4-oxo-1,4-dihydroquinoline-3-carboxamide
IVERMECTIN	NA	NA	NA	NA	NA	NA	IVERMECTIN;Ivermectin B1a;Dihydroavermectin B1a;avermectin H2B1a;UNII-91Y2202OUW
IWR-1	NA	NA	NA	NA	NA	NA	IWR-1-endo;IWR-1;CHEBI:62882;IRW1;CHEMBL562310
IXABEPILONE	NA	NA	NA	NA	NA	NA	Ixabepilone;Azaepothilone B;219989-84-1;Ixempra;BMS-247550
JI-101	NA	NA	NA	NA	NA	NA	JI-101;UNII-980M4N37DH;CGI-1842;900573-88-8;SCHEMBL5585996
JNJ-26481585	NA	NA	NA	NA	NA	NA	QUISINOSTAT;875320-29-9;JNJ-26481585;N-Hydroxy-2-(4-((((1-methyl-1H-indol-3-yl)methyl)amino)methyl)piperidin-1-yl)pyrimidine-5-carboxamide;UNII-9BJ85K1J8S
JNJ-26854165	NA	NA	NA	NA	NA	NA	Serdemetan;881202-45-5;N1-(2-(1H-Indol-3-yl)ethyl)-N4-(pyridin-4-yl)benzene-1,4-diamine;JNJ 26854165;UNII-ID6YB4W3V8
JNJ-27291199	NA	NA	NA	NA	NA	NA	TDP-665759;CHEMBL208562;SCHEMBL6109789;BDBM31314;1,4-benzodiazepine-2,5-dione, 12k
JNJ-28312141	NA	NA	NA	NA	NA	NA	JNJ-28312141;885692-52-4;UNII-YKQ241VJ92;JNJ-28312141 free base;CHEMBL1908842
JNJ-38877605	NA	NA	NA	NA	NA	NA	JNJ-38877605;943540-75-8;JNJ38877605;UNII-15UDG410PN;6-(difluoro(6-(1-methyl-1H-pyrazol-4-yl)-[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methyl)quinoline
JNK INHIBITOR VIII	NA	NA	NA	NA	NA	NA	NA
JNK-9L	NA	NA	NA	NA	NA	NA	CHEMBL585951;N-[(2z)-4-(3-Fluoro-5-Morpholin-4-Ylphenyl)pyrimidin-2(1h)-Ylidene]-4-(3-Morpholin-4-Yl-1h-1,2,4-Triazol-1-Yl)aniline;SR-00000003562;3kvx;JNK inhibitor 9l
JQ1	NA	NA	NA	NA	NA	NA	1268524-70-4;(+)-JQ-1;JQ1 compound;(S)-tert-butyl 2-(4-(4-chlorophenyl)-2,3,9-triMethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)acetate;UNII-1MRH0IMX0W
JQ12	NA	NA	NA	NA	NA	NA	NA
JW-7-24-1	NA	NA	NA	NA	NA	NA	NA
JW-7-52-1	NA	NA	NA	NA	NA	NA	NA
JZL-184	NA	NA	NA	NA	NA	NA	JZL184;1101854-58-3;JZL 184;JZL-184;UNII-7MZ1I2J68A
JZL-195	NA	NA	NA	NA	NA	NA	JZL195;JZL 195;1210004-12-8;JZL-195;CHEMBL606201
KAHALIDE F	NA	NA	NA	NA	NA	NA	NA
KARENITECIN	NA	NA	NA	NA	NA	NA	Karenitecin;Cositecan;203923-89-1;UNII-24R60NVC41;BNP 1350
KD-032	NA	NA	NA	NA	NA	NA	Salirasib;Farnesylthiosalicylic acid;162520-00-5;S-Farnesylthiosalicylic acid;UNII-MZH0OM550M
KHK INDAZOLE	NA	NA	NA	NA	NA	NA	NA
KIN001-055	NA	NA	NA	NA	NA	NA	NA
KIN001-102	NA	NA	NA	NA	NA	NA	NA
KIN001-135	NA	NA	NA	NA	NA	NA	NA
KIN001-236	NA	NA	NA	NA	NA	NA	NA
KIN001-244	NA	NA	NA	NA	NA	NA	NA
KIN001-260	NA	NA	NA	NA	NA	NA	NA
KIN001-266	NA	NA	NA	NA	NA	NA	NA
KPT-185	NA	NA	NA	NA	NA	NA	KPT-185;KPT185;1333151-73-7;SCHEMBL1335182;MolPort-035-395-817
KPT-251	NA	NA	NA	NA	NA	NA	(Z)-2-(2-(3-(3,5-bis(trifluoromethyl)phenyl)-1H-1,2,4-triazol-1-yl)vinyl)-1,3,4-oxadiazole;1388841-50-6;KPT251;SCHEMBL11318201;AOB6639
KRX-0401	NA	NA	NA	NA	NA	NA	Perifosine;157716-52-4;1,1-Dimethylpiperidin-1-ium-4-yl octadecyl phosphate;KRX-0401;(1,1-dimethylpiperidin-1-ium-4-yl) octadecyl phosphate
KU-55933	NA	NA	NA	NA	NA	NA	KU-55933;587871-26-9;ATM Kinase Inhibitor;KU55933;2-Morpholino-6-(thianthren-1-yl)-4H-pyran-4-one
KW-2449	NA	NA	NA	NA	NA	NA	KW-2449;1000669-72-6;KW 2449;KW2449;UNII-2D9N67F58G
KX2-391	NA	NA	NA	NA	NA	NA	KX2-391;897016-82-9;KX-01;UNII-4V9848RS5G;N-benzyl-2-(5-(4-(2-morpholinoethoxy)phenyl)pyridin-2-yl)acetamide
L-685458	NA	NA	NA	NA	NA	NA	L-685458;l-685,458;292632-98-5;CHEMBL302004;CHEBI:74921
LAPACHONE	NA	NA	NA	NA	NA	NA	NA
LAPATINIB	NA	NA	NA	NA	NA	NA	Lapatinib;231277-92-2;Lapatinib Ditosylate;Tykerb;GW572016
LAQ824	NA	NA	NA	NA	NA	NA	Dacinostat;404951-53-7;NVP-LAQ824;LAQ824;LAQ-824
LBW242	NA	NA	NA	NA	NA	NA	NA
LCL-161	NA	NA	NA	NA	NA	NA	LCL161;1005342-46-0;LCL-161;UNII-6TNS415Y3P;6TNS415Y3P
LDE-225	NA	NA	NA	NA	NA	NA	Erismodegib;Sonidegib;LDE225;956697-53-3;NVP-LDE225
LDHA CMP 33	NA	NA	NA	NA	NA	NA	NA
LENALIDOMIDE	NA	NA	NA	NA	NA	NA	Lenalidomide;191732-72-6;Revlimid;Revimid;CC-5013
LENVATINIB	NA	NA	NA	NA	NA	NA	Lenvatinib;417716-92-8;Lenvima;E7080;4-[3-Chloro-4-(cyclopropylaminocarbonyl)aminophenoxy]-7-methoxy-6-quinolinecarboxamide
LEQ-506	NA	NA	NA	NA	NA	NA	UNII-6SJX1T5HJD;6SJX1T5HJD;1204975-42-7;NVP-LEQ-506;LEQ506
LETROZOLE	NA	NA	NA	NA	NA	NA	letrozole;112809-51-5;Femara;4,4'-((1h-1,2,4-triazol-1-yl)methylene)dibenzonitrile;Letrozol
LFM-A13	NA	NA	NA	NA	NA	NA	lfm-a13;244240-24-2;(Z)-2-cyano-N-(2,5-dibromophenyl)-3-hydroxybut-2-enamide;SMR001230714;C11H8Br2N2O2
LIFICGUAT	NA	NA	NA	NA	NA	NA	NA
LINIFANIB	NA	NA	NA	NA	NA	NA	Linifanib;ABT-869;796967-16-3;ABT 869;1-(4-(3-amino-1H-indazol-4-yl)phenyl)-3-(2-fluoro-5-methylphenyl)urea
LINSITINIB	NA	NA	NA	NA	NA	NA	Linsitinib;OSI-906;867160-71-2;OSI 906;OSI906
LITHIUM CARBONATE	NA	NA	NA	NA	NA	NA	NA
LMP-400	NA	NA	NA	NA	NA	NA	INDOTECAN;UNII-BTA69L5M8D;915303-09-2;LMP-400;NSC724998
LMP776	NA	NA	NA	NA	NA	NA	NA
LNS-5662	NA	NA	NA	NA	NA	NA	quercetin;117-39-5;Sophoretin;Meletin;Quercetol
LOMEGUATRIB	NA	NA	NA	NA	NA	NA	Lomeguatrib;192441-08-0;PaTrin 2;UNII-S79265T71M;6-(4-Bromothenyloxy)-7H-purin-2-amine
LOMUSTINE	NA	NA	NA	NA	NA	NA	lomustine;13010-47-4;1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea;Belustine;Cecenu
LOVASTATIN	NA	NA	NA	NA	NA	NA	lovastatin;mevinolin;Mevacor;75330-75-5;Monacolin K
LY-2090314	NA	NA	NA	NA	NA	NA	LY2090314;603288-22-8;LY-2090314;UNII-822M3GYM67;CHEMBL362558
LY-2109761	NA	NA	NA	NA	NA	NA	LY2109761;700874-71-1;LY 2109761;4-(2-((4-(2-(Pyridin-2-yl)-5,6-dihydro-4H-pyrrolo[1,2-b]pyrazol-3-yl)quinolin-7-yl)oxy)ethyl)morpholine;LY-2109761
LY-2157299	NA	NA	NA	NA	NA	NA	Galunisertib;700874-72-2;LY2157299;LY 2157299;LY-2157299
LY-2228820	NA	NA	NA	NA	NA	NA	LY2228820;862507-23-1;Ralimetinib Mesylate;UNII-QUW7B71FO9;LY-2228820
LY-2603618	NA	NA	NA	NA	NA	NA	LY2603618;Rabusertib;911222-45-2;UNII-3S9L1NU6U7;LY 2603618
LY-2606368	NA	NA	NA	NA	NA	NA	LY2606368;Prexasertib;1234015-52-1;UNII-820NH671E6;LY-2606368
LY-2784544	NA	NA	NA	NA	NA	NA	LY2784544;1229236-86-5;GANDOTINIB;LY 2784544;LY-2784544
LY-2801653	NA	NA	NA	NA	NA	NA	LY2801653;Merestinib;1206799-15-6;UNII-5OGS5K699E;LY-2801653
LY-2835219	NA	NA	NA	NA	NA	NA	Abemaciclib;1231929-97-7;LY-2835219;UNII-60UAB198HK;LY2835219 (free base)
LY-2874455	NA	NA	NA	NA	NA	NA	LY2874455;1254473-64-7;LY-2874455;UNII-E9M363811V;(R,E)-2-(4-(2-(5-(1-(3,5-dichloropyridin-4-yl)ethoxy)-1H-indazol-3-yl)vinyl)-1H-pyrazol-1-yl)ethanol
LY-294002	NA	NA	NA	NA	NA	NA	154447-36-6;LY294002;LY 294002;2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one;2-morpholino-8-phenyl-4H-chromen-4-one
LY-2940680	NA	NA	NA	NA	NA	NA	LY2940680;1258861-20-9;Taladegib;LY-2940680;UNII-QY8BWX1LJ5
LY-317615	NA	NA	NA	NA	NA	NA	Enzastaurin;170364-57-5;LY317615;3-(1-Methyl-1H-indol-3-yl)-4-(1-(1-(pyridin-2-ylmethyl)piperidin-4-yl)-1H-indol-3-yl)-1H-pyrrole-2,5-dione;UNII-UC96G28EQF
LY-450139	NA	NA	NA	NA	NA	NA	Semagacestat;425386-60-3;LY-450139;LY450139;UNII-3YN0602W4W
LY317615	NA	NA	NA	NA	NA	NA	Enzastaurin;170364-57-5;LY317615;3-(1-Methyl-1H-indol-3-yl)-4-(1-(1-(pyridin-2-ylmethyl)piperidin-4-yl)-1H-indol-3-yl)-1H-pyrrole-2,5-dione;UNII-UC96G28EQF
MASITINIB	NA	NA	NA	NA	NA	NA	Masitinib;790299-79-5;AB1010;AB-1010;Masatinib
MECLOFENAMATE	NA	NA	NA	NA	NA	NA	meclofenamic acid;meclofenamate;Meclophenamic acid;Arquel;2-[(2,6-dichloro-3-methylphenyl)amino]benzoic acid
MEFLOQUINE	NA	NA	NA	NA	NA	NA	mefloquine;Lariam;Mefloquinum;Mefloquina;Mefloquin
MEGESTROL ACETATE	NA	NA	NA	NA	NA	NA	NA
MELPHALAN	NA	NA	NA	NA	NA	NA	melphalan;Alkeran;Melfalan;Phenylalanine mustard;L-PAM
MERCAPTOPURINE	NA	NA	NA	NA	NA	NA	6-Mercaptopurine;mercaptopurine;50-44-2;Purinethol;Mercapurin
METHOTREXATE	NA	NA	NA	NA	NA	NA	methotrexate;59-05-2;Rheumatrex;Abitrexate;Amethopterin
METHOXSALEN	NA	NA	NA	NA	NA	NA	methoxsalen;8-Methoxypsoralen;XANTHOTOXIN;298-81-7;Meladinine
METOPROLOL	NA	NA	NA	NA	NA	NA	metoprolol;Spesicor;51384-51-1;Beatrolol;Lopressor
MG-0103	NA	NA	NA	NA	NA	NA	Mocetinostat dihydrobromide;UNII-4V9P667Y2G;Mocetinostat dihydrobromide [USAN];944537-89-7;Mocetinostat dihydrobromide (USAN)
MG-132	NA	NA	NA	NA	NA	NA	MG-132;Z-Leu-leu-leu-al;133407-82-6;MG132;Zlllal
MGCD-265	NA	NA	NA	NA	NA	NA	MGCD-265;875337-44-3;MGCD-265 analog;MGCD 265;UNII-93M6577H9D
MI-219	NA	NA	NA	NA	NA	NA	MI-219;NA;NA;NA;NA
MIDOSTAURIN	NA	NA	NA	NA	NA	NA	Midostaurin;PKC412;4'-N-Benzoylstaurosporine;CGP-41251;Benzoylstaurosporine
MITHRAMYCIN	NA	NA	NA	NA	NA	NA	MITHRAMYCIN;Mithracin;plicamycin;Mitramycin;Mithramycinum
MITOMYCIN	NA	NA	NA	NA	NA	NA	mitomycin C;Mitomycin;Mutamycin;Ametycine;50-07-7
MITOMYCIN C	NA	NA	NA	NA	NA	NA	NA
MITOTANE	NA	NA	NA	NA	NA	NA	mitotane;Mitotan;Lysodren;o,p'-DDD;Chlodithane
MITOXANTRONE	NA	NA	NA	NA	NA	NA	mitoxantrone;65271-80-9;Mitoxanthrone;Mitozantrone;Dihydroxyanthraquinone
MK-0752	NA	NA	NA	NA	NA	NA	MK-0752;471905-41-6;MK0752;MK 0752;UNII-9JD9B4S53T
MK-0822	NA	NA	NA	NA	NA	NA	Odanacatib;603139-19-1;MK-0822;UNII-N673F6W2VH;MK 0822
MK-1775	NA	NA	NA	NA	NA	NA	MK-1775;955365-80-7;MK 1775;MK1775;UNII-K2T6HJX3I3
MK-2206	NA	NA	NA	NA	NA	NA	MK-2206;UNII-51HZG6MP1K;MK2206;1032349-93-1;MK-2206 dihydrochloride
MK-2461	NA	NA	NA	NA	NA	NA	MK-2461;917879-39-1;UNII-4200RD53XF;MK 2461;n-((2r)-1,4-dioxan-2-ylmethyl)-n-methyl-n'-[3-(1-methyl-1h-pyrazol-4-yl)-5-oxo-5h-benzo[4,5]cyclohepta[1,2-b]pyridin-7-yl]sulfamide
MK-4827	NA	NA	NA	NA	NA	NA	Niraparib;1038915-60-4;MK-4827;(S)-2-(4-(piperidin-3-yl)phenyl)-2H-indazole-7-carboxamide;UNII-HMC2H89N35
MK-5108	NA	NA	NA	NA	NA	NA	MK-5108;1010085-13-8;VX-689;MK 5108;MK5108
MK-7965	NA	NA	NA	NA	NA	NA	Dinaciclib;779353-01-4;SCH727965;SCH 727965;SCH-727965
MK-8033	NA	NA	NA	NA	NA	NA	MK-8033;1001917-37-8;UNII-350H6PBQ5Q;CHEMBL2323775;1-(3-(1-Methyl-1H-pyrazol-4-yl)-5-oxo-5H-benzo(4,5)cyclohepta(1,2-b)pyridin-7-yl)-N-(pyridin-2-ylmethyl)methanesulfonamide
MK-8669	NA	NA	NA	NA	NA	NA	Deforolimus;Ridaforolimus;MK-8669;572924-54-0;AP-23573
MLN-0905	NA	NA	NA	NA	NA	NA	MLN0905;1228960-69-7;2-({5-[3-(dimethylamino)propyl]-2-methylpyridin-3-yl}amino)-9-(trifluoromethyl)-5,7-dihydro-6H-pyrimido[5,4-d][1]benzazepine-6-thione;2-(5-(3-(DIMETHYLAMINO)PROPYL)-2-METHYLPYRIDIN-3-YLAMINO)-9-(TRIFLUOROMETHYL)-5H-BENZO[B]PYRIMIDO[4,5-D]AZEPINE-6(7H)-THIONE;2-[[5-[3-(DIMETHYLAMINO)PROPYL]-2-METHYL-3-PYRIDINYL]AMINO]-5,7-DIHYDRO-9-(TRIFLUOROMETHYL)-6H-PYRIMIDO[5,4-D][1]BENZAZEPINE-6-THIONE
MLN-2238	NA	NA	NA	NA	NA	NA	MLN2238;Ixazomib;1072833-77-2;MLN-2238;MLN 2238
MLN-2480	NA	NA	NA	NA	NA	NA	MLN 2480;1096708-71-2;UNII-ZN90E4027M;BIIB-024;MLN-2480
MLN-4924	NA	NA	NA	NA	NA	NA	Pevonedistat;MLN4924;MLN 4924;UNII-S3AZD8D215;905579-51-3
MLN-518	NA	NA	NA	NA	NA	NA	Tandutinib;387867-13-2;MLN-518;MLN 518;CT53518
MLN-576	NA	NA	NA	NA	NA	NA	NA
MLN-8237	NA	NA	NA	NA	NA	NA	Alisertib;1028486-01-2;MLN8237;MLN-8237;MLN 8237
MLN-9708	NA	NA	NA	NA	NA	NA	1201902-80-8;MLN9708;MLN-9708;MLN 9708;4-(carboxymethyl)-2-((R)-1-(2-(2,5-dichlorobenzamido)acetamido)-3-methylbutyl)-6-oxo-1,3,2-dioxaborinane-4-carboxylic acid
MLN2238	NA	NA	NA	NA	NA	NA	MLN2238;Ixazomib;1072833-77-2;MLN-2238;MLN 2238
MLN2480	NA	NA	NA	NA	NA	NA	MLN 2480;1096708-71-2;UNII-ZN90E4027M;BIIB-024;MLN-2480
MLN4924	NA	NA	NA	NA	NA	NA	Pevonedistat;MLN4924;MLN 4924;UNII-S3AZD8D215;905579-51-3
MOMELOTINIB	NA	NA	NA	NA	NA	NA	Cyt387;1056634-68-4;MOMELOTINIB;CYT 387;N-(Cyanomethyl)-4-(2-((4-morpholinophenyl)amino)pyrimidin-4-yl)benzamide
MP-0922	NA	NA	NA	NA	NA	NA	5-Amino-4-fluoro-2-methylphenol;122455-85-0;5-amino-4-fluoro-2-methyl-phenol;2-Fluoro-5-hydroxy-4-methylaniline;Phenol,5-amino-4-fluoro-2-methyl-
MP-470	NA	NA	NA	NA	NA	NA	Amuvatinib;850879-09-3;MP-470;MP470;MP 470
MP470	NA	NA	NA	NA	NA	NA	Amuvatinib;850879-09-3;MP-470;MP470;MP 470
MPC-3100	NA	NA	NA	NA	NA	NA	MPC-3100;958025-66-6;UNII-9UMA2EEO9Q;MPC3100;(S)-1-(4-(2-(6-Amino-8-((6-bromobenzo[d][1,3]dioxol-5-yl)thio)-9H-purin-9-yl)ethyl)piperidin-1-yl)-2-hydroxypropan-1-one
MPS-1-IN-1	NA	NA	NA	NA	NA	NA	NA
MS-275	NA	NA	NA	NA	NA	NA	Entinostat;ms-275;209783-80-2;SNDX-275;MS 275
NANDROLONE PHENPROPIONATE	NA	NA	NA	NA	NA	NA	NA
NAVITOCLAX	NA	NA	NA	NA	NA	NA	Navitoclax;ABT-263;923564-51-6;ABT 263;ABT263
NELARABINE	NA	NA	NA	NA	NA	NA	Nelarabine;Nelzarabine;Arranon;121032-29-9;Atriance
NELFINAVIR	NA	NA	NA	NA	NA	NA	nelfinavir;Viracept;159989-64-7;Nelfinavir [INN:BAN];UNII-HO3OGH5D7I
NERATINIB	NA	NA	NA	NA	NA	NA	Neratinib;698387-09-6;HKI-272;HKI 272;UNII-JJH94R3PWB
NG-25	NA	NA	NA	NA	NA	NA	NG25;1315355-93-1;3-((1H-Pyrrolo[2,3-b]pyridin-4-yl)oxy)-N-(4-((4-ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-4-methylbenzamide;N-[4-[(4-ethylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]-4-methyl-3-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)benzamide;N-{4-[(4-Ethylpiperazin-1-Yl)methyl]-3-(Trifluoromethyl)phenyl}-4-Methyl-3-(1h-Pyrrolo[2,3-B]pyridin-4-Yloxy)benzamide
NICLOSAMIDE	NA	NA	NA	NA	NA	NA	niclosamide;50-65-7;Niclocide;5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide;Bayluscid
NILOTINIB	NA	NA	NA	NA	NA	NA	Nilotinib;641571-10-0;Tasigna;AMN107;AMN 107
NINTEDANIB	NA	NA	NA	NA	NA	NA	Nintedanib;Vargatef;BIBF-1120;Intedanib;BIBF 1120
NITISINONE	NA	NA	NA	NA	NA	NA	Nitisinone;104206-65-7;Orfadin;Nitisone;NTBC
NITROGEN MUSTARD	NA	NA	NA	NA	NA	NA	NA
NPK76-II-72-1	NA	NA	NA	NA	NA	NA	NA
NSC-207895	NA	NA	NA	NA	NA	NA	58131-57-0;NSC-207895;NSC207895;MLS000756495;Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide
NSC-87877	NA	NA	NA	NA	NA	NA	NSC-87877;NSC 87877;CHEMBL472004;56990-57-9;8-Hydroxy-7-(6-sulfo-naphthalen-2-ylazo)-quinoline-5-sulfonic acid
NU-6027	NA	NA	NA	NA	NA	NA	NU6027;220036-08-8;NU-6027;2,6-diamino-4-cyclohexylmethoxy-5-nitrosopyrimidine;NU 6027
NU-7441	NA	NA	NA	NA	NA	NA	503468-95-9;NU7441;NU 7441;KU-57788;KU57788
NUTLIN-3	NA	NA	NA	NA	NA	NA	Nutlin-3;548472-68-0;890090-75-2;nutlin 3;CHEMBL211045
NUTLIN-3A	NA	NA	NA	NA	NA	NA	nutlin-3A;675576-98-4;Nutlin 3a;Nutlin (3a);UNII-L7C92IOE65
NVP-BEZ235	NA	NA	NA	NA	NA	NA	915019-65-7;NVP-BEZ235;dactolisib;BEZ235;NVP-BEZ 235
NVP-BHG712	NA	NA	NA	NA	NA	NA	NVP-BHG712;940310-85-0;4-methyl-3-(1-methyl-6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-ylamino)-N-(3-(trifluoromethyl)phenyl)benzamide;4-Methyl-3-[[1-methyl-6-(3-pyridinyl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl]amino]-N-[3-(trifluoromethyl)phenyl]benzamide;940310-85-0 , NVP BHG712
NVP-TAE684	NA	NA	NA	NA	NA	NA	NVP-TAE684;761439-42-3;NVP-TAE 684;TAE684;TAE-684
O-6-BENZYLGUANINE	NA	NA	NA	NA	NA	NA	o6-benzylguanine;6-O-Benzylguanine;19916-73-5;6-(Benzyloxy)-7H-purin-2-amine;O(6)-Benzylguanine
O6-BG	NA	NA	NA	NA	NA	NA	o6-benzylguanine;6-O-Benzylguanine;19916-73-5;6-(Benzyloxy)-7H-purin-2-amine;O(6)-Benzylguanine
OBATOCLAX	NA	NA	NA	NA	NA	NA	Obatoclax;803712-79-0;Obatoclax mesylate;Obatoclax mesylate (GX15-070);2-(2-((3,5-Dimethyl-1H-pyrrol-2-yl)methylene)-3-methoxy-2H-pyrrol-5-yl)-1H-indole methanesulfonate
OBATOCLAX MESYLATE	NA	NA	NA	NA	NA	NA	NA
OKADAIC ACID	NA	NA	NA	NA	NA	NA	NA
OLAPARIB	NA	NA	NA	NA	NA	NA	Olaparib;763113-22-0;AZD2281;AZD 2281;AZD-2281
OMACETAXINE MEPASUCCINATE	NA	NA	NA	NA	NA	NA	NA
OMACETAXINE MEPESUCCINATE	NA	NA	NA	NA	NA	NA	NA
ON-01910NA	NA	NA	NA	NA	NA	NA	Rigosertib sodium;Novonex;Estybon;1225497-78-8;Rigosertib (sodium)
ONX-0801	NA	NA	NA	NA	NA	NA	NA
ONX-0803	NA	NA	NA	NA	NA	NA	Pacritinib;937272-79-2;Pacritinib (SB1518);SB1518;SB-1518
ONX-0912	NA	NA	NA	NA	NA	NA	Oprozomib;935888-69-0;ONX-0912;ONX 0912;PR-047
ONX-0914	NA	NA	NA	NA	NA	NA	ONX-0914;CHEMBL3237875;PR-957;960374-59-8;ONX 0914
OSI-027	NA	NA	NA	NA	NA	NA	OSI-027;OSI027;OSI 027;UNII-25MKH1SZ0M;936890-98-1
OSI-906	NA	NA	NA	NA	NA	NA	Linsitinib;OSI-906;867160-71-2;OSI 906;OSI906
OSI-930	NA	NA	NA	NA	NA	NA	OSI-930;728033-96-3;OSI 930;OSI930;S1220_Selleck
OSU-03012	NA	NA	NA	NA	NA	NA	OSU-03012;742112-33-0;AR-12;OSU 03012;OSU03012
OSU-03013	NA	NA	NA	NA	NA	NA	NA
OT-674	NA	NA	NA	NA	NA	NA	NA
OXALIPLATIN	NA	NA	NA	NA	NA	NA	NA
OXAZOLE STAT3 INHIBITOR	NA	NA	NA	NA	NA	NA	NA
OXONIC ACID	NA	NA	NA	NA	NA	NA	NA
PAC-1	NA	NA	NA	NA	NA	NA	PAC-1;315183-21-2;Procaspase-3 Activator;Procaspase-3 Activator, PAC-1;MFCD03302441
PACLITAXEL	NA	NA	NA	NA	NA	NA	paclitaxel;TAXOL;Abraxane;Paxene;Onxol
PALBOCICLIB	NA	NA	NA	NA	NA	NA	Palbociclib;571190-30-2;PD0332991;Ibrance;PD-0332991
PANOBINOSTAT	NA	NA	NA	NA	NA	NA	Panobinostat;404950-80-7;LBH-589;LBH589;Faridak
PAROXETINE	NA	NA	NA	NA	NA	NA	paroxetine;Paxil;61869-08-7;Paxil CR;Aropax
PARTHENOLIDE	NA	NA	NA	NA	NA	NA	parthenolide;20554-84-1;(-)-Parthenolide;CHEBI:7939;Parthenolide, Tanacetum parthenium
PAZOPANIB	NA	NA	NA	NA	NA	NA	Pazopanib;444731-52-6;GW786034;UNII-7RN5DR86CK;GW 78603
PCI-0120	NA	NA	NA	NA	NA	NA	Motexafin gadolinium;Xcytrin;Gadolinium texaphyrin;GD-Tex;PCI-0120
PCI-24781	NA	NA	NA	NA	NA	NA	PCI-24781;783355-60-2;ABEXINOSTAT;PCI 24781;CRA-024781
PD-0325901	NA	NA	NA	NA	NA	NA	391210-10-9;PD0325901;PD 0325901;(R)-N-(2,3-Dihydroxypropoxy)-3,4-difluoro-2-((2-fluoro-4-iodophenyl)amino)benzamide;PD-0325901
PD-0332991	palbociclib	NA	NA	NA	NA	NA	Palbociclib;571190-30-2;PD0332991;Ibrance;PD-0332991
PD-173074	NA	NA	NA	NA	NA	NA	219580-11-7;PD 173074;PD173074;PD-173074;1-(tert-Butyl)-3-(2-((4-(diethylamino)butyl)amino)-6-(3,5-dimethoxyphenyl)pyrido[2,3-d]pyrimidin-7-yl)urea
PD-184352	NA	NA	NA	NA	NA	NA	212631-79-3;CI-1040;PD184352;PD 184352;PD-184352
PD-98059	NA	NA	NA	NA	NA	NA	PD 98059;167869-21-8;PD98059;2-(2-amino-3-methoxyphenyl)-4H-chromen-4-one;PD 98,059
PELITREXOL ISOMER A	NA	NA	NA	NA	NA	NA	NA
