"nsc","name","pubchem_cid","pubchem_sid","cas"
676570,"N-(4-Methoxyphenyl)[1,1'-biphenyl]-4-sulfinamide","385396","385396",NA
676572,"2-Phenoxy-N-phenylbenzenesulfinamide","385398","385398",NA
676578,"","385403","516513",NA
676581,"","385406","516516",NA
676591,"[3,4,5-Triacetyloxy-6-[4-(4-chlorophenyl)-3-cyano-7,7-dimethyl-5-oxo-2-sulfanylidene-6,8-dihydroquinolin-1-yl]oxan-2-yl]methyl acetate","385412","385412",NA
676597,"4-(Furan-2-yl)-6-phenyl-2-sulfanyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-pyridine-3-carbonitrile","385417","385417",NA
676599,"4,6-Diphenyl-2-sulfanyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-pyridine-3-carbonitrile","385419","385419",NA
676600,"[3,4,5-Triacetyloxy-6-(3-cyano-4,6-diphenyl-2-sulfanyl-4H-pyridin-1-yl)oxan-2-yl]methyl acetate","385420","385420",NA
676603,"[6-[3-Acetyl-4-(4-chlorophenyl)-5-cyano-2-methyl-6-sulfanyl-4H-pyridin-1-yl]-3,4,5-triacetyloxyoxan-2-yl]methyl acetate","385423","385423",NA
676607,"5-Acetyl-4-(4-methoxyphenyl)-6-phenyl-2-sulfanyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-pyridine-3-carbonitrile","385427","385427",NA
676613,"[3,4,5-Triacetyloxy-6-(3-cyano-2-sulfanylidene-5,6,7,8,9,10-hexahydrocycloocta[b]pyridin-1-yl)oxan-2-yl]methyl acetate","385433","385433",NA
676676,"ARQ monoacetate","385441","385441",NA
676693,"8h-thieno[2,3-b]pyrrolizin-8-one, 3-(4-methoxyphenyl)- (...","385455","385455","156274190"
676694,"3-Phenyl-8-(1-pyrrolidinyl)-8H-thieno[2,3-b]pyrrolizine","385456","385456",NA
676705,"(4S)-1-Acetyl-2-oxoimidazolidine-4-carboxylic acid methyl ester","385474","385474",NA
676735,"Carbanide;palladium;1,10-phenanthroline",NA,"438840",NA
676742,"N-[diethoxyphosphoryl(phenyl)methyl]-3-nitroaniline","385493","385493",NA
676748,"2-diethoxyphosphoryl-N-methyl-butan-2-amine","385499","385499",NA
676761,"","5466125","516629",NA
676767,"1',3',10-Trihydroxy-6'-methoxy-3-pentylspiro[2,6,7,8-tetrahydrobenzo[g]isoquinoline-9,2'-cyclopenta[b]naphthalene]-1,4',5',8',9'-pentone","135489796","135489796",NA
676769,"1',3',9-trihydroxy-6'-methoxy-3-pentylspiro[6,7-dihydro-2H-cyclopenta[g]isoquinoline-8,2'-cyclopenta[b]naphthalene]-1,4',5',8',9'-pentone","135489797","135489797",NA
676770,"(4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid","385519","385519",NA
676772,"olean-12-en-28-oic acid, 3-.beta.-[2-o-(.beta.-d-glucopy...","385521","385521",NA
676773,"olean-12-en-28-oic acid, 3-.beta.-[2-o-(.beta.-d-glucopy...","385522","516638",NA
676774,"olean-12-en-28-oic acid, 3-.beta.-[2-o-(.beta.-d-glucopy...","385522","516639",NA
676775,"olean-12-en-28-oic acid, 3-.beta.-[2-o-(.beta.-d-glucopy...","385523","385523",NA
676776,"olean-12-en-28-oic acid, 3-.beta.-[3-o-(.beta.-l-arabino...","385524","516641",NA
676777,"olean-12-en-28-oic acid, 3-.beta.-[3-o-(.beta.-l-arabino...","385525","516642",NA
676778,"","385524","516643",NA
676779,"olean-12-en-28-oic acid, 3-.beta.-[3-o-(.beta.-l-arabino...","385525","516644",NA
676783,"","385527","516648",NA
676788,"olean-12-en-28-oic acid, 3-.beta.-(6-methyl-.beta.-d-glu...","385532","516653",NA
676790,"olean-12-en-28-oic acid, 3-.beta.-(6-methyl-.beta.-d-glu...","385534","385534",NA
676791,"","385531","516656",NA
676792,"olean-12-en-28-oic acid, 3-.beta.-(6-methyl-.beta.-d-glu...","385532","516657",NA
676794,"olean-12-en-28-oic acid, 3-.beta.-(6-methyl-.beta.-d-glu...","385536","385536",NA
676807,"anti-human fas, monoclonal",NA,"516663",NA
676810,"spiro[18-norandrostane-17,2'(3'h)-furan]-3,7-diol, 3-o-a...","6712364","6712364",NA
676812,"[6-[[(3R,5R,7R,8R,9R,10S,14R)-3-acetyloxy-17-[(2S,4R,5R)-4,5-dihydroxy-6-methylhept-6-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-7-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methyl acetate","385544","385544",NA
676816,"(3R,5R,7R,8R,9R,10S,13S,17R)-17-[(2S)-1-[(4R,5S)-5-(2-hydroxypropan-2-yl)-2,2-dimethyl-1,3-dioxolan-4-yl]propan-2-yl]-4,4,8,10,13-pentamethyl-2,3,5,6,7,9,11,12,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,7-diol","385548","385548",NA
676817,"(46R)-7,8,9,12,13,14,25,26,27,30,31,32,35,36,37-pentadecahydroxy-46-(1,2,3,4,5-pentahydroxypentyl)-3,18,21,41,43-pentaoxanonacyclo[27.13.3.138,42.02,20.05,10.011,16.023,28.033,45.034,39]hexatetraconta-5,7,9,11,13,15,23,25,27,29(45),30,32,34(39),35,37-pentadecaene-4,17,22,40,44-pentone","385549","385549",NA
676821,"10-[(19R)-2,3,4,7,8,9,19-heptahydroxy-12,17-dioxo-13,16-dioxatetracyclo[13.3.1.05,18.06,11]nonadeca-1,3,5(18),6,8,10-hexaen-14-yl]-3,4,5,11,17,18,19,22,23,34,35-undecahydroxy-9,13,25,32-tetraoxaheptacyclo[25.8.0.02,7.015,20.021,30.024,29.028,33]pentatriaconta-1(35),2,4,6,15,17,19,21,23,27,29,33-dodecaene-8,14,26,31-tetrone","16133881","16133881",NA
676825,"HSDB 8106","16129719","16129719",NA
676827,"[(1'R,3S,3aS,6aS,37'R)-3,6a,10',11',12',15',16',17',31',32',36',37'-dodecahydroxy-2',5,7',20',28',41'-hexaoxospiro[3,3a-dihydro-2H-furo[3,2-b]furan-6,39'-3,6,21,24,27,38,42-heptaoxanonacyclo[35.2.2.133,36.01,35.04,23.05,26.08,13.014,19.029,34]dotetraconta-8,10,12,14,16,18,29,31,33-nonaene]-25'-yl] 3,4,5-trihydroxybenzoate","385555","385555",NA
676830,"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,2R,5R,6S,9S,12R,13S,14S,18R,19R,21R,22R)-21,27,28,29,32,33,34-heptahydroxy-1-(hydroxymethyl)-5,6,12,13,19-pentamethyl-24,37-dioxo-23,38-dioxaoctacyclo[20.17.0.02,19.05,18.06,15.09,14.025,30.031,36]nonatriaconta-15,25,27,29,31,33,35-heptaene-9-carboxylate","5468818","5468818",NA
676857,"1h-[1,2,4]triazolo[1,2-a]pyridazine-8-carboxylic acid, 5...","385568","516697",NA
676858,"","385569","516698",NA
676859,"(1Z)-N-Acenaphthyleno[2,1-b]quinoxalin-7-ium-7-yl-2-bromopropanimidate",NA,"9571521",NA
676863,"Tetraphenylboranuide;triphenyl-(4-phenyl-5-triphenylphosphaniumyl-4,5-dihydro-3H-diphosphol-3-yl)phosphanium",NA,"11979921",NA
676864,"Neuro_000413","385573","385573",NA
676866,"","54604780","516704",NA
676870,"(2E)-1-(benzenesulfonyl)-2-[(4-nitrophenyl)methylene]pyrrolo[2,3-b]pyridin-3-one","5468824","5468824",NA
676871,"LS-100064","385578","385578",NA
676882,"4-tert-Butyl-2-(hydroxy(2-pyridinyl)methyl)phenol","385585","385585",NA
676883,"4-tert-Butyl-2-(hydroxy(3-pyridinyl)methyl)phenol","385586","385586",NA
676889,"2-[Hydroxy(pyridin-2-yl)methyl]-5-methylbenzene-1,4-diol","385592","385592",NA
676897,"2-(4-Tert-butylphenyl)-6-chloro-3,1-benzoxazin-4-one","385600","385600",NA
676899,"2-(4-Tert-butylphenyl)-8-methoxy-3,1-benzoxazin-4-one","385602","385602",NA
676914,"2-(4-((4-amino-2-methylphenyl)diazenyl)phenylsulfonyl)et...","42614805","516739",NA
676916,"1-[m-methyl anilino malonyl]-3-methyl-4-[4'-.beta.-sulph...","385611","385611",NA
676917,"1-[m-anisidic anilino malonyl]-3-methyl-4-[4'-.beta.-sul...","385612","385612",NA
676944,"J-400634","385621","385621",NA
676961,"","54608154","516764",NA
676963,"3-azido-10-[4-(4-(4-benzoylphenyl)methyl)-1-piperazinyl)...","5351430","5351430",NA
676966,"5-Amino-2-(2-thienyl)-1,3-oxazole-4-carbonitrile","385626","385626",NA
676967,"Methyl 2-((2,6-dimethoxyphenyl)ethynyl)-3-methoxybenzoate","385627","385627",NA
676974,"6-Phenylpyrido[2,3-d]pyrimidine-2,4-diamine","385628","385628",NA
676982,"5-(2-Carboxy-3-phenylpropyl)-4-indanecarboxylic acid","385635","385635",NA
676986,"2-(2-Carboxy-3-(3-methylphenyl)propyl)-3-methylbenzoic acid","385639","385639",NA
676987,"Methyl 2-[3-methoxy-2-(4-methylbenzyl)-3-oxopropyl]-5-methylbenzoate","385640","385640",NA
676988,"Methyl 2-(3-methoxy-2-(2-methylbenzyl)-3-oxopropyl)-5-methylbenzoate","385641","385641",NA
676989,"Methyl 2-(3-methoxy-2-(3-methylbenzyl)-3-oxopropyl)-5-methylbenzoate","385642","385642",NA
676996,"7-[3-Hydroxy-3-oxo-2-(tetralin-6-ylmethyl)propyl]tetralin-6-carboxylic acid","385650","385650",NA
676998,"6-[3-Hydroxy-3-oxo-2-(tetralin-6-ylmethyl)propyl]tetralin-5-carboxylic acid","385652","385652",NA
676999,"Methyl 6-[3-methoxy-3-oxo-2-(tetralin-6-ylmethyl)propyl]tetralin-5-carboxylate","385653","385653",NA
677002,"Methyl 2-(1,2,3,6,7,8-hexahydro-as-indacen-2-ylmethyl)benzoate","385656","385656",NA
677003,"4-Acetylspiro[1,3-dihydroindene-2,2'-3,6,7,8-tetrahydro-as-indacene]-1'-one","385657","385657",NA
677004,"Spiro[as-indacene-2(1H),2'(1'H)-[s]indacen]-1-one, 4'-acetyl-3,3',5',6,6',7,7',8-octahydro-","385658","385658",NA
677005,"2,2'-Spirobiindanon","385659","385659",NA
677006,"spiro[2,3,6,8-tetrahydro-1H-as-indacene-7,2'-3H-indene]-1'-one","385660","385660",NA
677010,"Methyl 1,2,3,5,6,7-hexahydro-s-indacene-2-carboxylate","385664","385664",NA
677011,"","5466131","516807",NA
677016,"as-indacene-2-carboxylic acid, 1,2,3,6,7,8-hexahydro- 2-...","385670","385670",NA
677017,"Methyl 4-methyl-2-(4-methylbenzyl)-1-oxo-2-indanecarboxylate","385671","385671",NA
677020,"benzoic acid, 2-[1,3,4',5'-tetrahydro-1-oxospiro[2h-inde...","385674","385674",NA
677026,"Methyl 2-(6-methyl-3-oxospiro[1H-indene-2,5'-3,4-dihydropyrazole]-4'-yl)benzoate","385680","385680",NA
677028,"Methyl 4-methyl-2-(7-methyl-3-oxospiro[1H-indene-2,5'-3,4-dihydropyrazole]-4'-yl)benzoate","385682","385682",NA
677033,"Methyl 2-(6-oxospiro[1,2,3,8-tetrahydro-as-indacene-7,5'-3,4-dihydropyrazole]-4'-yl)benzoate","385687","385687",NA
677041,"Methyl 4-methyl-2-((6-methyl-1-oxo-2,3-dihydro-1H-inden-2-yl)methyl)benzoate","385695","385695",NA
677043,"Methyl 4-methyl-2-[(7-methyl-1-oxo-indan-2-yl)methyl]benzoate","385697","385697",NA
677050,"Methyl 2-(2,3-dihydro-1H-inden-5-ylmethyl)-1-hydroxy-1,2,3,6,7,8-hexahydro-as-indacene-2-carboxylate","385704","385704",NA
677051,"methyl 2-(indan-5-ylmethyl)-3,6,7,8-tetrahydro-1H-as-indacene-2-carboxylate","385705","385705",NA
677053,"spiro[s-indacene-2(1h),2'-[2h]indene]-1-ol, 3,5,6,7,1',3...","385707","385707",NA
677055,"methyl 2-methyl-6-[(Z)-(4-methyl-1-oxo-indan-2-ylidene)methyl]benzoate","6477493","6477493",NA
677058,"spiro[1,3-dihydroindene-2,6'-2,3,5,7-tetrahydro-1H-s-indacene]-5-ylmethanol","385712","385712",NA
677065,"spiro[as-indacene-2(1h),2'(1'h)-s-indacene]- 4'-carboxyl...","385719","385719",NA
677066,"spiro[1,3-dihydroindene-2,7'-2,3,6,8-tetrahydro-1H-as-indacene]-5-carbaldehyde","385720","385720",NA
677072,"methyl spiro[1,3-dihydroindene-2,7'-2,3,6,8-tetrahydro-1H-as-indacene]-5-carboxylate","385725","385725",NA
677074,"6,7'-Dimethyl-2,2'-spirobi[3H-indene]-1,1'-dione","385727","385727",NA
677076,"6-Methyl-2,2'-spirobi[3H-indene]-1,1'-dione","385729","385729",NA
677083,"okadaic acid","5468826","5468826","78111178"
677088,"il4(38-37)-pe38 toxin",NA,"516881",NA
677089,"N-(3,4,5-Trimethoxybenzyl)-3-phenyl-7-(trifluoromethyl)quinoxalin-2-amine","385738","385738",NA
677091,"N-(3,4-Dichlorobenzyl)-3-methyl-7-(trifluoromethyl)quinoxalin-2-amine","385740","385740",NA
677095,"Ethyl 4-{[3-(thiophen-2-yl)quinoxalin-2-yl]amino}benzoate","385744","385744",NA
677167,"9-((4-(((Amino(imino)methyl)amino)sulfonyl)phenyl)hydrazono)-10-methyl-9,10-dihydroacridine","385773","385773",NA
677169,"9-(2-(4-(((Amino(imino)methyl)amino)sulfonyl)phenyl)hydrazino)acridine","385775","385775",NA
677171,"N-(4,6-Dimethylpyrimidin-2-yl)-4-[2-(9-oxo-10H-acridine-4-carbonyl)hydrazinyl]benzenesulfonamide","385777","385777",NA
677174,"N-(4-(Aminosulfonyl)phenyl)-9-(2-(4-(aminosulfonyl)phenyl)hydrazino)-4-acridinecarboxamide","385780","385780",NA
677175,"9-[2-[4-[(4,6-Dimethylpyrimidin-2-yl)sulfamoyl]phenyl]hydrazinyl]-N-(4-sulfamoylphenyl)acridine-4-carboxamide","385781","385781",NA
677181,"N-[4-(Diaminomethylideneamino)sulfonylphenyl]-9-[2-[4-[(4,6-dimethylpyrimidin-2-yl)sulfamoyl]phenyl]hydrazinyl]acridine-4-carboxamide","385787","385787",NA
677184,"9-[2-[4-(carbamimidoylsulfamoyl)phenyl]hydrazino]-N-(4-sulfamoylphenyl)acridine-4-carboxamide","385790","385790",NA
677206,"","5455137","516958",NA
677208,"STK018642","5468829","5468829",NA
677235,"","385838","516985",NA
677236,"2,6,3,5-ethanediylidenepentaleno[1,6-bc]pyrrole- 2,6a(1h...","385839","385839","174078127"
677239,"Dianisylideneacetone","715840","715840",NA
677240,"Go-Y103","1352182","1352182",NA
677244,"","385845","516994",NA
677245,"","385846","516995",NA
677249,"","385850","516999",NA
677252,"2,4(1H,3H)-Pyrimidinedione, 6-[(3,5-dimethylphenyl)amino]-","385853","385853",NA
677256,"6-((3,4-Dimethylphenyl)diazenyl)-2,4-pyrimidinediol","385857","385857",NA
677257,"6-[2-(2-naphthyl)hydrazino]-2-sulfanyl-pyrimidin-4-ol","3005144","3005144",NA
677258,"6-[2-(3-fluorophenyl)hydrazino]-2-sulfanyl-pyrimidin-4-ol","3005145","3005145",NA
677260,"2-Mercapto-6-(2-phenylhydrazino)-4-pyrimidinol","3005146","3005146",NA
677261,"6-[(E)-(4-bromophenyl)azo]-2-sulfanyl-pyrimidin-4-ol","3005147","3005147",NA
677266,"N-(4-(2-(1-Methyl-2,6-dioxo-1,2,3,6-tetrahydro-4-pyrimidinyl)hydrazino)phenyl)acetamide","385867","385867",NA
677268,"6-(2-(4-Bromophenyl)hydrazino)-3-methyl-2,4(1H,3H)-pyrimidinedione","385869","385869",NA
677269,"6-(2-Benzylhydrazino)-2,4-pyrimidinediol","385870","385870",NA
677271,"6-(2-(3,4-Dichlorophenyl)hydrazino)-3-methyl-2,4(1H,3H)-pyrimidinedione","385871","385871",NA
677272,"CBMicro_012158","385872","385872",NA
677274,"Uracil, 3-methyl-6-(phenylhydrazino)-","385874","385874",NA
677275,"1-Methyl-6-(2-phenylhydrazino)-2,4(1H,3H)-pyrimidinedione","385875","385875",NA
677276,"6-(1-Methylhydrazino)uracil","385876","385876",NA
677277,"6-(2-(1-Naphthyl)hydrazino)-2,4-pyrimidinediol","385877","385877",NA
677278,"6-(2-(2-Fluorophenyl)hydrazino)-2,4-pyrimidinediol","385878","385878",NA
677279,"6-(2-(3-Chlorophenyl)hydrazino)-2,4-pyrimidinediol","385879","385879",NA
677281,"2,4-Pyrimidinediol, 6-[2-(3-chloro-4-methylphenyl)hydrazino]-","385881","385881",NA
677282,"6-(2-(4-(Methylsulfonyl)phenyl)hydrazino)-2,4-pyrimidinediol","385882","385882",NA
677296,"4,4,6,6-Tetramethylbicyclo[8.1.0]undecan-5-one","385895","385895",NA
677299,"7,7,9,9-Tetramethylbicyclo[14.1.0]heptadecan-8-one","385898","385898",NA
677303,"2-(12-Hydroxydodecyl)-2,12,12-trimethylcyclododecanone","385902","385902",NA
677305,"2-(11-Hydroxyundecyl)-2,8,8-trimethylcyclooctanone","385904","385904",NA
677369,"7-Fluoro-3-[(7-fluoro-4-oxo-chromen-3-yl)disulfanyl]chromen-4-one","385907","385907",NA
677371,"(3-Benzoyl-3-chloro-4-oxo-2-phenyl-3,4-dihydro-2H-chromen-8-yl)acetic acid","385909","385909",NA
677372,"(3-Benzoyl-4-oxo-2-phenyl-3,4-dihydro-2H-chromen-8-yl)acetic acid","385910","385910",NA
677374,"N-(3-Chlorophenyl)-3-hydrazino-3-oxopropanamide","385912","385912",NA
677384,"N,N'-bis(4-acetamidophenyl)propanediamide","385921","385921",NA
677390,"3-[3-Methyl-4-[[4-[4-[[3-methyl-1-[3-(4-methylanilino)-3-oxopropanoyl]-5-oxo-4H-pyrazol-4-yl]diazenyl]phenyl]sulfonylphenyl]diazenyl]-5-oxo-4H-pyrazol-1-yl]-N-(4-methylphenyl)-3-oxopropanamide","385927","385927",NA
677395,"2-azido-10-[(4-dimethylamino)butyl]phenothiazine, oxalat...","385933","517084",NA
677398,"10h-phenothiazine, 10-(4-chlorobutyl)-1,3,4-trifluoro- 2...","385935","385935",NA
677411,"Leflunomide","3899","-1","75706126"
677413,"N,N-(fluorodinitroethyl)-N'-fluorodinitroethylurea","385941","385941",NA
677423,"Amythiamicin A","198789","198789",NA
677576,"Saponaceolide B","5468843","5468843",NA
677586,"2-[[(1S,5S,8Z,12S,20S)-13-phenoxycarbonyl-21-oxa-13-azapentacyclo[10.9.0.01,20.05,20.014,19]henicosa-8,14,16,18-tetraen-6,10-diyn-5-yl]oxy]acetic acid","54604782","54604782",NA
677589,"[6-(phenylmethoxycarbonylamino)-1-(5,6,7-trimethoxy-1H-indole-2-carbonyl)-2,3-dihydroindol-3-yl]methyl methanesulfonate","386020","386020",NA
677592,"8-Me-XAA","54600888","517241",NA
677597,"2-[2-[2-[5-Acetamido-3-hydroxy-2-(hydroxymethyl)-6-phenylmethoxyoxan-4-yl]oxypropanoylamino]propanoylamino]-N'-[3-[(1-nitroacridin-9-yl)amino]propyl]pentanediamide","386034","386034",NA
677598,"glutamamide, n-acetyl-1-o-(phenylmethyl)-.alpha.-normura...","386035","386035",NA
677599,"glutamamide, n-acetyl-1-o-(phenylmethyl)-.alpha.-normura...","386036","386036",NA
677603,"2-Phenyl-6-((1-phenyl-1H-tetraazol-5-yl)oxy)-4H-chromen-4-one","386037","386037",NA
677604,"2-Phenyl-7-((1-phenyl-1H-tetraazol-5-yl)oxy)-4H-chromen-4-one","386038","386038",NA
677608,"7-[2-[[2-Hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]amino]ethyl]-1,3-dimethyl-purine-2,6-dione","386042","386042",NA
677610,"C13H17BrN4O3","386044","386044",NA
677612,"[4-allyloxy-2-(2,2-dimethyl-1,3-dioxolan-4-yl)-5-oxo-2H-furan-3-yl] acetate","386045","386045",NA
677617,"furan-2,3-dione, tetrahydro-4-acetoxy- 4-(1-phenyl-2-pro...","386050","517262",NA
677618,"","386051","517263",NA
677621,"3-[(2,4-Dimethoxy-5-pyrimidinyl)methylene]isobenzofuran-1(3H)-one","5468846","5468846",NA
677624,"","9571949","517267",NA
677629,"furan-2-carboxamide, 3-(4-chlorophenyl)-n-cyclohexyl- 5-...","386060","386060",NA
677630,"1-(3,4,5-Trimethoxybenzyl)isothiosemicarbazide","3005151","3005151",NA
677631,"2-(2-(4-Ethoxy-3,5-dimethoxybenzyl)hydrazino)-1,3-thiazole","386062","386062",NA
677634,"2-(2,5-Dimethoxyphenyl)imidazo[2,1-b][1,3]benzothiazole","386067","386067",NA
677640,"2,8-Bis(3,4,5-trimethoxyphenyl)pyrano[3,2-g]chromene-4,6-dione","386069","386069",NA
677646,"4-Imidazolidinone, 5-(1-methylethyl)-3-(pentafluorophenyl)-1-[2-(phenylsulfinyl)ethyl]-2-thioxo-","386073","386073",NA
677666,"","386078","517293",NA
677670,"","386082","517297",NA
677671,"","386081","517298",NA
677672,"","386082","517299",NA
677674,"Tert-butyl 2,6-dioxo-4-[2,3,4-tris(benzyloxy)butyl]piperidine-3-carboxylate","386084","386084",NA
677695,"benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, i...","386093","386093",NA
677696,"benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]- te...","386094","386094",NA
677697,"7h-pyrrolo[2,3-d]pyrimidine, 5,6-dimethyl- 2,4-bis(methy...","386095","386095",NA
677733,"7,8-Dimethylbenzo[g]quinoline-5,10-dione","386101","386101",NA
677735,"2-Methylbenzo[g]quinoline-5,10-dione","386103","386103",NA
677768,"","386136","517360",NA
677771,"[(2R)-2-[(1S,2R,5S,7R,8R,10S,11S,14R,15S)-8-methoxy-2,15-dimethyl-14-pentacyclo[8.7.0.02,7.05,7.011,15]heptadecanyl]propyl] acetate","386139","386139",NA
677776,"","5901826","517368",NA
677784,"","6519101","517376",NA
677793,"(E)-1-[3,5-bis[(dimethylamino)methyl]-4-hydroxyphenyl]-3-(4-fluorophenyl)prop-2-en-1-one;hydrochloride","6519110","6519110",NA
677797,"Methyl 2-(6,7-dimethyl-3-oxospiro[1H-indene-2,5'-3,4-dihydropyrazole]-4'-yl)-3-methylbenzoate","386175","386175",NA
677799,"Methyl 2-(4,5-dimethyl-3-oxospiro[1H-indene-2,5'-3,4-dihydropyrazole]-4'-yl)-6-methylbenzoate","386177","386177",NA
677803,"Methyl 2-(4,6-dimethyl-3-oxospiro[1H-indene-2,5'-3,4-dihydropyrazole]-4'-yl)benzoate","386181","386181",NA
677811,"Methyl 2-(4,8-dimethyl-7-oxospiro[1,2,3,5-tetrahydro-s-indacene-6,5'-3,4-dihydropyrazole]-4'-yl)benzoate","386189","386189",NA
677813,"Methyl 2-methyl-6-(3-oxospiro[1H-indene-2,5'-3,4-dihydropyrazole]-4'-yl)benzoate","386191","386191",NA
677815,"benzoic acid, 2-[(2,3-dihydro-4-methyl-1-oxo- 1h-inden-2...","386193","386193",NA
677907,"ethanethioic acid, 2,2'-(1,2,4-trithiolan- 3,5-diylidene...","5468853","5468853",NA
677921,"1-Ethyl-2,4,6-triphenyl-4-(trichloromethyl)pyridine","386205","386205",NA
677923,"2-[2-(1,2-Dibromo-1-phenylethyl)phenyl]-4,6-diphenylpyridine","386207","386207",NA
677924,"benzo[a]quinolizinium, 7-bromo-6,7-dihydro- 2,4,7-triphe...","386208","386208",NA
677925,"2-Ethoxy-3-phenyl-6,7,8,8a-tetrahydro-5H-[1,3]oxazolo[3,2-a]pyridine","386210","386210",NA
677935,"LS-11322","5468858","5468858",NA
677936,"acetic acid, 2-[4-bromo-5-(4-bromophenyl)-3-oxo- 2-furan...","5468859","5468859",NA
677937,"LS-11306","5468860","5468860",NA
677938,"methyl (2E)-2-(4-chloro-3-oxo-5-phenylfuran-2-ylidene)acetate","5468861","5468861",NA
677939,"diindolo[2,3-a:3,2-h]quinolizine","386223","386223",NA
677941,"3,13-Diazapentacyclo[11.8.0.02,10.04,9.016,21]henicosa-1,3,5,7,9,11,14,16,18,20-decaene","386225","386225",NA
677942,"l-glutamamide, n(2)-[4-[[(2,4-diamino-6-pteridinyl)methy...","386226","386226",NA
677944,"5,8-quinolinedione, 6-[[2-(4-hydroxy-3-methoxyphenyl) et...","386227","386227",NA
677945,"quinoline-5,8-dione, 6-[(3-hydroxy-3-phenyl-2-propyl)ami...","386228","386228",NA
677947,"5,8-quinolinedione, 6-[[2-(3,4-dihydroxyphenyl)ethyl] am...","386229","386229",NA
677948,"5,8-quinolinedione, 7-[[2-(4-hydroxy-3-methoxyphenyl) et...","386230","386230",NA
677949,"quinoline-5,8-dione, 7-[(3-hydroxy-3-phenyl-2-propyl)ami...","386231","386231",NA
677950,"5,8-quinolinedione, 6-[[2-(3,4-dimethoxyphenyl)ethyl] am...","386232","386232",NA
677951,"3.beta.-hydroxy-16.beta.-morpholino-5-androsten-17-one","386233","386233",NA
677955,"16.beta.-morpholino-3.beta.-pyrrolidino-5-androsten-17.b...","386237","386237",NA
677957,"16.beta.-piperidino-3.beta.-pyrrolidino-5-androsten-17.b...","386239","386239",NA
677959,"16.beta.-n-methylpiperazino-5-androstene-3.beta.,17.beta...","386241","386241",NA
677960,"16.beta.-n-methylpiperazino-5-androstene-3.beta.,17.beta...","386242","386242",NA
677961,"16.beta.-n-methylpiperazino-3.beta.-pyrrolidino-5-andros...","386243","386243",NA
677962,"16.beta.-n-methylpiperazino-3.beta.-pyrrolidino-5-andros...","386244","386244",NA
678000,"Inolene","5468862","5468862",NA
678001,"","6712370","517468",NA
678007,"2-Ethoxy-6-[[2-[[2-[(3-ethoxy-2-hydroxyphenyl)methylideneamino]phenyl]disulfanyl]phenyl]iminomethyl]phenol","386264","386264",NA
678027,"Lavendustin A","3894","3894","125697929"
678028,"1,4-bis-[(3'-n-morpholino)propylamino]anthraquinone","386271","386271",NA
678029,"4-(2-Oxo-2-phenylethoxy)-2H-1-benzopyran-2-one","386272","386272",NA
678030,"(1Z)-3,4,4-trichloro-N,N-diethyl-2-nitro-1-phenylsulfanylbuta-1,3-dien-1-amine","1550445","1550445",NA
678031,"","54608158","517484",NA
678032,"1,3-butadiene, 1-bromo-1,2,4-trichloro-3-nitro- 4-[(phen...","54600890","517485",NA
678033,"","6112195","517486",NA
678034,"ethanol, 2-[(4-bromo-1,3,4-trichloro-2-nitro- 1,3-butadi...","54608784","517487",NA
678035,"1,3-butadiene, 4-bromo-1,1,2-trichloro-3-nitro- 4-[(phen...","13635959","517488",NA
678040,"methanone, (tricyclo[3.3.1.1(3,7)]decan-1-yl) [3-(3-nitr...","386283","386283",NA
678041,"1-Adamantyl-[3-(4-nitrophenyl)oxiran-2-yl]methanone","386284","386284",NA
678044,"1-Adamantyl(3-(4-hydroxyphenyl)-2-oxiranyl)methanone","386287","386287",NA
678047,"","386290","517500",NA
678048,"","386290","517501",NA
678049,"[3,4,5-Triacetyloxy-6-(1-cyano-2-sulfanylidene-4-thiophen-2-yl-5,6-dihydrobenzo[f]isoquinolin-3-yl)oxan-2-yl]methyl acetate","386291","386291",NA
678054,"","386295","517507",NA
678056,"","386293","517509",NA
678057,"pyridine-3-carbonitrile, 6-(4-chlorophenyl)- 1-(.beta.-d...","386296","517510",NA
678063,"pyridine-3,5-dicarbonitrile, 6-amino- 1-(.beta.-d-glucop...","3005161","3005161",NA
678084,"","5468866","517537",NA
678088,"","386316","517541",NA
678095,"meliternix","386319","386319",NA
