cellminer_compound_name,display_name,compound_id,
NCB-1026,ncb-1026,34c1cb5d4f3646707719fbc3a8c1714d,
Ncgc00037850,ncgc00037850,45fff54d11f81ba7b76ab62797e00a40,
NCGC00168459-01,ncgc00168459-01,02a1f653bb3d914ed2e7dfa32371fea0,
Ncgc00183434-01,ncgc00183434-01,4ab6fce9e94bf4a22e34411246b269c5,
NCGC00185053,ncgc00185053,2da27105f621b3a805ff7f4103c7b97d,
Ncgc00185090-04,ncgc00185090-04,e86b47a9f08c68b1d949bf454240f36e,
NCGC00186528,tepp-46,20aa872c6998d0ba9a8b3607b117e0de,
Ncgc00188382-01,ncgc00188382-01,4804396dd24d2bd532bbd3b4df422212,
NCGC00188866,ncgc00188866,69cce5a0971b1ecc35f040aa8673ebe8,
Ncgc00189393,ncgc00189393,4101616bdd707e0f544e38f0dd0ccdf8,
NCGC00238624,ncgc00238624,77fad580f6432c79b39fae6f913e2ee2,
Ncgc00241036,ncgc00241036,eb280de20833e2eeca21aa337f75cc70,
NCGC00241410,ncgc00241410,e953e46c2b5834c1704748fe9656aa0d,
NCGC00241411-01,ncgc00241411-01,d48d34a336e22bc8cdb4561e664cb47d,
NCGC00244250-01,ncgc00244250,d2ad6101c0d632c79710b0c735e9bf7e,
NCGC00247866,ncgc00247866,c7c5cf022578eb605c9268690853d948,
NCGC00249661,ncgc00249661,38565524cdf696c716832d083cc83f90,
Ncgc00249759,ncgc00249759,e5d535c97484b2d411d5d4c74b085e14,
NCGC00262228,ncgc00262228,7f52ee0b6d75bb05e24eb4ecebe09c8e,
NCGC00262331,ncgc00262331,f42154b14b56f2437995e966220892a3,
Ncgc00262376,ncgc00262376,b208bc67f53fcdea16cc7a95b82c527f,
NCGC00262398,ncgc00262398,795cd691d35bbbc0b2a1a00bd9cc6573,
NCGC00262689,ncgc00262689,72f4a263cb4099dbb2aa32ba261486a1,
Ncgc00263015,ncgc00263015,aa44253ae12b259a84e428600aa09699,
Ncgc00263018-01,ncgc00263018-01,b14b04a8ab62959090f18f28842f2abb,
NCGC00263020,ncgc00263020,ecb198ee7310dd1662690a718b2ad2ec,
Ncgc00344990-01,ncgc00344990-01,1e2d3d08125a120fb336175da63bdafb,
Ncgc00344999-01,ncgc00344999-01,6daf1101d7cc015723fe74a360bec272,
NCGC00346747-02,ncgc00346747,f829f7f3eeff4649f7fc440d849d605a,
NCGC00372530,ncgc00372530,c4be6bb82b6f245a7fa7f585a9a9aa07,
NCGC00378588,ncgc00378588,415b76967beb4a70c7dadfd2bb068e37,
Ncgc00408930,ncgc00408930,93c81fc53de3d3aa4cb5ca64cc32ebe8,
NCGC00505117,ncgc00505117,4f0d7b43e87b4f23ec88099a2be67a9a,
Ncgc00510708,ncgc00510708,cbfc64aee07160b4ce393e9e92400038,
Nec-1s,nec-1s,418405819283b0f9c69da458da298f91,
NECROSTATIN,necrostatin,540b681253cd97bc23eb40d188899eb1,
Neohesperidin dihydrochalcone,neohesperidin dihydrochalcone,1a3a8a1e514cd317c2bbcdb006070ac9,
NIBR-17,nibr-17,d11fb5601713db52df230ab555ead058,
NIBR-189,nibr-189,ffda6913ee5c24b8c159df9d87553dab,
Nmp,nmp,604073e091ce99d9e84f5b956e74975c,
NMS-859,nms-859,d3233d22f7ed36b029952c63e7959871,
Nms-873,nms-873,f8fcc4a6efbaf9e2e877ecff9a7ee1cd,
Nms-p118,nms-p118,a5d11e07e11d6a95905274c9f5946828,
NORBINALTORPHIMINE,norbinaltorphimine,271b9c63305713e6d608dbcb1165486f,
NPS-1034,nps-1034,d37d2a8814be4c77fe7706a016c745eb,
NSC-207895,nsc-207895,56322b2716ac1dce16f5f2793156f950,
NSC-23766,nsc-23766,b4bb1033826dc6ea682392cbc87de269,
NSC-23925,nsc-23925,e4b233977d86ba525a8621664a7b614c,
NSC-319726,nsc-319726,6411c975ac6006fd608eed5c4ca86bb7,
nsc-401077,nsc-401077,621032b3464bfb962cbad5ee2dd0e103,
nsc-663284,nsc-663284,aa2531ce6bbb7d10852295a0d47df321,
NSC-724771,js-k,68b2dbd15e3d57378ec1f6ff90cf8615,
NSC-75503,nsc-75503,56a332218417481377848d6d4accf153,
NSC-87877,nsc-87877,ff29445b1e135ba6c8ca645ed26ca4e1,
Nu-7441,nu-7441,134fd478459927688b69724bb810b2bd,
Nvp 231,nvp-231,88603ea42dc4550ae2e8e89c432b370a,
Nvp-bhg712,nvp-bhg712,0342ef346f77acff06a7ad14009407d9,
Nvp-bsk805,nvp-bsk805,efdbc05c10136d1a888963920696a80a,
NVP-BVU-972,nvp-bvu-972,1738a28e881682bf917130fddf8e4288,
Nvp-lcq195,nvp-lcq195,1c9e2dbe0039a0cd8bcdee63233bf4cd,
NVP-XAV-939,nvp-xav-939,392cb130ea7b094a38a53f9a08110f5e,
Nvs-cecr2-1,nvs-cecr2-1,f615bdc11da4d767207ab7c85296f175,
NVS-PAK1-1,nvs-pak1-1,9e9d773ae0600bfb351aa895573eee0b,
OAC1,oac1,f7af3ff2fc510c5fbbf74bb74baba419,
OICR-9429,oicr-9429,42793ec036618b5c9ab2ee48fccd5f5c,
Oligomycin A,oligomycin a,62fde088130a78a08da5dda84be02be2,
Ono-4059 analog,ono-4059 analog,c3e14ec7b8f3100c1afc6e50b4a1b618,
Osi-420,osi-420,0cb8ad28b8338ffb2ebac3a918b922b9,
Osthole,osthole,4eb0e463fcdf4d162cead964a12c21a3,
Osu-t315,osu-t315,f67717264e77dde3f29b3820e94ebf38,
OTS-514,ots-514,4c7d6e46a77a7a2ea78d22cf206e73c4,
Ots964,ots964,8b0a60cff3ac3a626137f8ccef602f6d,
Oxa-01,oxa-01,09274a11be0ea2c77db37c75beafd82c,
Oxamflatin,oxamflatin,6a14791581471265c83458d86e3571ae,
P21d hydrochloride,p21d hydrochloride,0783e8a3b9f69f0c8df8373ac1a3d361,
PAEONOL,paeonol,ef4c8d89cc1cd716874137734a264790,
Parietin,parietin,ace69feaaea7a74fb48c6db05f9b4a0d,
Pb-28,pb-28,fc8e3f61452ab8d97ff2437777cd9cb8,
PCI-34051,pci-34051,49c221136149d195f8fb38286d5efc36,
Pd 169316,pd-169316,56853ad07e4dfd5fcef14d56e3b65425,
Pd-0220245,pd-0220245,c6beee5635dae444d907397da257b37e,
PD-1/PD-L1 Inhibitor 1,pd-1/pd-l1 inhibitor 1,01a7297b619dd5f97a92296a18b4b011,
pd-128907,pd-128907,32943f100cdc3e2ff5c51b2e8223f98b,
Pd-150606,pd-150606,68463893be2f0b01df4b8449701a316c,
pd-166793,pd-166793,95690cd1ac6440428b7ead8a3445e2e3,
PD173955,pd-173955,30985a84014dd6979a22108b47e1ff85,
PD-173955 Analogue 1,pd-173955 analogue 1,7434c78cd368b8d811ddb805c1610a27,
PD-318088,pd-318088,7367ff30cbd2e3395745c0b5a53ad74a,
Pdhk riken,pdhk riken,8e9f20934cc9bb30fd2d392c2bcde9d0,
PDK1 inhibitor,pdpk1 inhibitor,f7c14e3bc9192266e90e988e3afdc062,
pf-04979064,pf-04979064,b4e6f023359947dda22933e334193bb2,
Pf-06250112,pf-06250112,37cb63642847b8b51d1210f828b05331,
Pf-06439015,pf-06439015,c2276bf11f01d4836de4e646b80912f4,
PF-06447475,pf-06447475,0590c0ee3443b923b15ee0ad8c20f852,
Pf-06454589,pf-06454589,bce740ee60316aca3f25945bab28f215,
PF-184,pf-184,a499a7e6c5367550a72e39cc1848cfe9,
PF-4693627,pf-4693627,86823aad99819c76e677c5a3d964edc0,
PF-4708671,pf-4708671,efc732d5f2432ad7a058eb9aea69d184,
Pf-4800567,pf-4800567,ba9fa6b5aa10543b430a4dc977518cea,
PF-4989216,pf-4989216,bd461c5239ce423ba44b5b2551bd4a21,
Pf-5006739,pf-5006739,5affe8533a3c11936374af801adf5681,
PF-5274857,pf-5274857,c135ff878521e9f80220f0cb895ad75d,
PF-543,pf-543,83c279cb1948cb386095530310fa46b1,
PF-573228,pf-573228,85f89eda07f6e806bf332c295fafefa0,
Pf-670462,pf-670462,f794d0ecc489b1bb2b0749bcb75879d8,
Pf-8380,pf-8380,11e80942974eec6266128124ca6feedd,
Pf-956980,pf-956980,536a83e3cdc02fe90bc06ec644195e53,
PF-CBP1,pf-cbp1,9644de8d74f3abb0c61dea51f00e0fed,
PFI-3,pfi-3,76b9efd325910a3a5b2a1a802881e197,
PFI-4,pfi-4,ea361611a1d47b572734447b9787ebd2,
pha-408,pha-408,bbdd9efdf8c65661082ccf61dcc4723e,
PHA-665752,pha-665752,5227b3dcf27d7445ad023a7fa1a5273b,
PHA-680632,pha-680632,69cda8da878fa218ddc17aeb7c9c0620,
Pha-767491a,pha-767491a,523b5ef4066b95f1f9b5d9ebc2b352c0,
PHENYLMETHYLSULFONYLFLUORIDE,phenylmethanesulfonyl fluoride,3e6d17aacaee6c16d7b054b8bc4000bc,
PHT-427,pht-427,b0b1d36983998b61107bd90a6d261972,
PI-103,pi-103,192733951aec242d794e0a8240d30eaf,
Pi-3065,pi-3065,ec6ad89f109bd68082243420074ff2e0,
PIK-293,pik-293,324b119c39956349236681efd3993537,
Pik-294,pik-294,86f22489219aee7c44ca060888c35376,
PIK-90,pik-90,e15bed880b8cd9e6dced6a7022bda4bd,
Pik-93,pik-93,753e219f468d11ca5b1568a9353c5a12,
Pim 1 inhibitor 2,pim 1 inhibitor 2,5d0a594aa3e2aa1013003cdcf006c2aa,
pki-402,pki-402,07103047158184348ff4f55d5b279364,
Pluripotin,pluripotin,170f319d9d7331733eba796c0a2636c1,
PluriSln 1,plurisln 1,12bf0219f2a63e1a2e05fa0c264218e4,
Plx-4720,plx-4720,ad9f8d390505c447a48535f090db95e1,
Plx647,plx-647,f372e45063fb11128e04e0b7fdf885f9,
PLX-7904,plx-7904,4c9bd5ad1a027643976967a394e2b4c7,
PNU-120596,pnu-120596,95b7bfc8226f32f71eb1af6226e97fc5,
Prp003-013,prp003-013,8f12052d6df39404b47f9f78de9c9a1e,
PRP003-032,prp003-032,8592980042b1f5ec8ab18b694e582778,
Prp003-062,prp003-062,b744a30f3cba845b28665befb4911cdb,
Prp003-073,prp003-073,1256f83fbe87785fe2c632889882b32e,
PRP01-012,prp01-012,91317b70e99448c94bd12d5cddb09dce,
Prt-060318,prt-060318,2605182bb1c5f6e4426cabb184196d82,
Ps-1145,ps-1145,0bce0afb5f289f78963fccd5dfc0da4c,
PTC-691,ptc-691,398e4c84e790f534668254f85d48165b,
PURFALCAMINE,purfalcamine,457c1e56bf348c2017ad5983d6bc1cc6,
purmorphamine,purmorphamine,38801a6560a989f7709967deb097f40a,
Purvalanol A,purvalanol a,17509628371282ee81a04ebc0567b88e,
Purvalanol B,purvalanol b,6ab8e08619f6557d6888546bfc56f943,
Pu-ws-13,pu-ws-13,e8043fad141b66c8aca4b0114d44aac6,
PYRAZOLOPYRIMIDINE,pyrazolopyrimidine,7f897ae6ac5d7bdb90cf5ead89555f68,
Pyridostatin,pyridostatin,476d7e1daff2d04ebbe6d4c392f5919c,
QS11,qs11,1d6f5a42d3ed5fc7450c23f4cef471f2,
R-268712,r-268712,3c85f7b618bc0adc78cd3406c910761d,
Raf-265 derivative,raf-265 derivative,a487af9e7e97475f872aaef1e9e7078f,
RAF-709,raf-709,5e97ee41ccb0874d6478fc907ac6e64a,
Ralaniten (EPI-001),ralaniten (epi-001),fee40fe4761feb846a0f856d81f42ec2,
Rd-162,rd-162,20bf75fa5cd93d33279e61ffcc094e7d,
REBECCAMYCIN,rebeccamycin,9f1cc460b0849b67e0145c9019ea9178,
rgb-286147,rgb-286147,5d1c02cd54c708c85f28409edb124257,
Rita,rita,2ec5c873685bf66c7d30b3c657d2aea6,
RKI-1447,rki-1447,f764634a7bf9c0b8ce7a2926d8ba3629,
Ro-31-8425,ro-31-8425,aab4c0d6fb449ef28623b3338b5dbc46,
ro-4582640,nvp-abe171,78dbe49773335f8622f71413e0a00747,
Ro495,ro495,a27540f9c9b6fb3602d49d0263077e03,
Ro-51,ro-51,69da3b6c7a30663ca9ff8c648eba869a,
RO8994,ro8994,604cda184147edeb044b344e31e92a36,
RO-9021,ro-9021,2d0b08c3e9ef0939b3f7655f1ca79609,
ROBOTNIKININ,robotnikinin,d6bfa220af8821a512aa0847afb82d3f,
Rotenone,rotenone,b8063bb6858b4cb7338a11460dcaea76,
Rsl3,rsl3,6649bcf732581cd1b52ccbf84533e3e3,
Ruski-201,ruski-201,c62d838cfe6505101c3cb064da6aafc8,
S31-201,s31-201,3cc7782c0848f10c2419cc52c735a36d,
S63845,s63845,a60b541b4000d2adc4a1fe7f92f65000,
S6k-18,s6k-18,28248079d91b24cf86c40be833cb3590,
S-99,s-99,c65c160342535fd3883a1bb7f28c37e6,
SAG,sag,e0f8561b05e0310b5e7082eb87f4922d,
SANT-2,sant-2,6e8bbacaf5d9645a2450485a42a9fa6f,
SAR-020106,sar-020106,0b41330c8055840f69dc1ff7c7f37e49,
Sar-131675,sar-131675,195e6a64c857d08dae65e35e36bb5e80,
Sar-405,sar-405,e20f62e502c1637f8c057de4c35cd73f,
Sb-206553,sb-206553,0ec2194b2692075d31fdd71d1a4bdc9f,
SB-216763,sb-216763,c979ea1dcfe896f5b39e9884809a0cc7,
SB-239063,sb-239063,5dc8c404e1dac7b662b7f554c97c0c53,
Sb-3ct,sb-3ct,da170affe25e08722ed698ec9e4fcf26,
SB-408124,sb-408124,cf3245b970b4ef34d152461ea828f5bc,
SB-415286,sb-415286,b548e6bf38508771f6d04faaa8511994,
SB-505124,sb-505124,671664eec2e53b8cb53de0f0d23b6a81,
Sb-525334,sb-525334,3dc499744f46bfc97b85c0718b66eeb0,
Sb612111,sb612111,cdbdcad6412f7547318f4ab21669f05c,
SB-747651-A,sb-747651-a,fbc1b3e6f56dc9303743754ff6d84254,
SCH-51344,sch-51344,6a0f7d521546b467fa2f0fa76af13867,
Sch-772984,sch-772984,db65a5652642b58de41677592a15d0e7,
Sch-79797,sch-79797,651a89ff1d447cffa6f3d26a07ef8a8d,
Scopine,scopine,6503f4350843e81c2dc2d4af0b58bfe4,
SD-169,sd-169,6000ebd352c7c8e8cb9797673b7232ff,
Sd-208,sd-208,afa6accccb4c0139291e2b5f554c1a72,
Secin H3,secin h3,a295a542373656bc7075d71485f1d1de,
Sf-2523,sf-2523,029a1c40a6731e88cc46f8f2600a9a7b,
SGC-0946,sgc-0946,bd5d990d7c407aacb7a4472b45ad4cb7,
SGC-2085,sgc-2085,ec0c39f1d9eb4f5d666896d6415f2807,
Sgc-707,sgc-707,e6c426f4e01ba50772f77dd0ee3f2d25,
SGI-7079,sgi-7079,d615eda7125933644deb2dff0ba28d04,
Shp-099,shp-099,d528df0820b2b53fb9a2bed71529b5a4,
SID 7969543,sid 7969543,fe491c8d6b554846ff964013a3a7eb4f,
Sj 172550,sj-172550,9eec310fe4acac14a3a026b188a9c88d,
skf-89976a,skf-89976a,ecddba3200a166c78d2083aa8ac25a10,
SKI-II,ski-ii,2ba1419fbc44319c31ae784b747fdb42,
Sklb4771,sklb4771,bab3c8450b15fe0ecd606389e147ac9d,
sl-0101,sl-0101-1,2f9306be858eb75b6791f92b16319fc0,
Sl-327,sl-327,94c1c258548385a2baa2a329a8a16103,
SM-164,sm-164,2da0da64ac9268cc075ecc09c658a33b,
Smi-4a,smi-4a,959204cd2be239f7c4ed41cce3797ce1,
Solanesol,solanesol,d74b72cd3b10b2839c1694a2e48ec7ab,
Sp-2509,sp-2509,2b0c252ac20e3b34ea4ab6b6d19ef0cd,
Spautin-1,spautin-1,d428cc12f59aa1c2b926bc2b08b1c4a3,
SR 33805,sr 33805,c1dbc7324f3239a403aeee490507cd07,
SR-1664,sr-1664,f2baab68fb192482b5a61fdf9eaf671d,
SR-2211,sr-2211,a95dbc0e0a476d0cf980ee4ae47eef17,
SR-3029,sr-3029,e5496d95998627d6d3ddd3152119d65a,
SR-3306,sr-3306,2f1896148ecac5d6092ec753a2d46ade,
Sr-3677,sr-3677,ceb41a6d2e2a34d83eae50370a6a76f4,
Sr-9011,sr-9011,b1d14a738f309038bd083a3c468f35e3,
SR-9243,sr-9243,622677c58a8c0d96638aef6e220c493a,
St-2825,st-2825,75c5b05dbd821702c288354f5e5c048a,
Stauprimide,stauprimide,11b6fd4b25c3633f9f6fb3added96736,
STF-083010,stf-083010,2c5330f681ace4381dd248b90ec61ebe,
Stf-118804,stf-118804,1387aabd711f54ab8deb62fd469665e0,
Stf-62247,stf-62247,b83a0864d1555a85c500d65cfc6566ac,
STK16-IN-1,stk16-in-1,f6bddc6943e8bd256765f50a296bc21c,
S-Trityl-L-cysteine,s-trityl-l-cysteine,e06c33482f4d93d91d28a75814f8d12c,
Stx-0119,stx-0119,25e91f0e5551d640a9d54b510afd8d7e,
su-11274,su-11274,386ee1ea0836772115a6ca4e4fbea4fb,
Su-5402,su-5402,6ce7b09187aa143ae7ba41636a6f0b5c,
su-6656,su-6656,4e3b2509678962f7dd8037eccaff5e79,
T-00127-hev1,t-00127-hev1,6bbea0d9220afbad6bd1a11e82016247,
Ta02,ta02,1b98a63ce392337061fe96a4e6262a8d,
Takeda-6d,takeda-6d,b55e636bbe4ebc55d4cdfccf7419a113,
Tanshinone i,tanshinone i,da4f74bea314997649a40dda55583815,
TCN-201,tcn-201,c731b48690edc8f1281ae85e86adc7ef,
TCS-2312,tcs-2312,6c40bc44f1d1eb8961d5c4465a6d6728,
TCS-JNK-5a,tcs-jnk-5a,f39809ea59bfcfd3c56bbcff9a7cf60f,
TETRAHYDROPAPAVERINE,tetrahydropapaverine,e3d3604b835ce5891216e5ab7b35dc90,
Tg-003,tg-003,e7d252cd160a2b55a49a3ac32165afb4,
Tg-101209,tg-101209,7209318717b7d04c90e55f76373f9e4e,
Tg-46,tg-46,d227c20d58cdb1d8e49c1f135b79118f,
Tg-89,tg-89,b5cb6d7b9cc78ab1acd1cbbe5167f407,
Thiazovivin,thiazovivin,d1d07a0c6f42804a984781f3343dea6b,
THZ1,thz1,ced02ac2b52feaee5863576092a73eec,
THZ-2,thz-2,27b8a5fbcf525a66a50eabb0c409555b,
Thz531,thz531,078ec9890978a35a00cea79c69d3d84b,
Tie2 kinase inhibitor,tie-2 kinase inhibitor,19d642fb8f24fbf15148c5ca218d6613,
TM-30089,tm-30089,6b975b3863221640e1650bc929127e8c,
TM-5275,tm-5275,f6458e47698ec6512978af2cb7121bae,
Tmp-195,tmp-195,858d58e5474d362f1742e7339c9722b7,
TNKS-656,tnks-656,582c9dba02e672617a134cda49b0b4b6,
TORIN1,torin1,0164c58986485d162184f0c732af572d,
Torin-2,torin-2,06545b645e9ed66b8a03ea1c231234a8,
Torkinib,torkinib,3b9cb8a46bfeaa20a65de1ffa37f1a3f,
TPCA-1,tpca-1,32da6a16da1f72aeb4a9d19a2db82398,
TPOP-146,tpop-146,f7224ced442de5e9238814e5102554cb,
TRAM-34,tram-34,f225725b10de32b92e948908012de69d,
TRIPTONIDE,triptonide,c309607d39c5cbfdcae92285431880d5,
Tussilagone,tussilagone,70fe1a2ee009241a996312f1b947e0e7,
Tw-37,tw-37,df16fe47698da371e6153aee679d0822,
tws-119,tws-119,a42631cd230467734136a65a7d1a5488,
u-0126,u-0126,bf94d755f1adc03b6c95752db61a0e75,
U-73122??,u-73122,100396c46b86532f0aaa5c0152c922e4,
Uk-371804,uk-371804,4b706d9a15f751cfd29ada15f6d8cfe4,
UNC-0224,unc-0224,6681b80fd887a9c248f4d50ad3eb5c4c,
UNC-0631,unc-0631,d586dbc13f46ffcf9319320819df6985,
UNC-0646,unc-0646,56f251badcc78a4b2bd08031264d9f65,
UNC1215,unc-1215,3bb271d053b775c1db348287a50f7819,
Unc-1999,unc-1999,1765a1bc404b554cdb59849a31829f9d,
Unc2025,unc-2025,2a00fbfde4618617e5f3768b6013ed55,
Unc2250,unc2250,33a97c87fba2ed70113420f549f1dab9,
Unc-3866,unc-3866,b287942e15c6f81efa38453e96c55393,
Unc-669,unc-669,b3239a9111aa99629802c6a51c9124b4,
VBY-825,vby-825,16065161abdf48d9d39f977e1dc7d6c2,
VCH-916,vch-916,88111bfd8f16b914b1a7fa05c3930ebf,
VE-821,ve-821,736280c7de942e6863b6253adf6d7f3e,
Ver155008,ver-155008,c9d31f97f2a76a55a3c40047ee45c399,
VER-82576,ver-82576,9fdc62373bb6c9078ed1cc06fff91d9d,
"Vps34 inhibitor 1 (compound 19, pik-iii analogue)","vps34 inhibitor 1 (compound 19, pik-iii analogue)",0207512a6edec8370a73dcc000865af7,
VU0357121,vu0357121,14e7dc8c7ffc65bd88d466b0a92b4e87,
Vu-0364849,vu-0364849,1ca4dda9b3f54becec8ba4796f518a07,
Vu0482089-2,vu0482089-2,af018c0dfe9796723f22bdc67aa560fb,
Vu0483486-1,vu0483486-1,3f1235db52c1fa3fe0b6b5fed72dd765,
VU0483487-1,vu0483487-1,fef4a7a06dc42d8daf497d8cfe226d51,
VU0483488-1,vu0483488-1,35a4ac487036896db1b7faabeea46d54,
Vu0661013,vu0661013,9e0cd27341ace4b6d124ac90635c2e67,
WAY-262611,way-262611,3139f224156e568d7c3a12d213c1ab2f,
Way-600,way-600,476bca4d7f1bfeaf32a935006d8530df,
WDR5-C47,wdr5-c47,3202aa84da2c6a0a5e5c4e1294dbbd41,
Wehi-345,wehi-345,95bac0afb630f6b15d7eec1cede3224c,
WEHI-539,wehi-539,2adbadf35899d6b3bb4f2480153b2c11,
Whi-p154,whi-p154,9e00d2ac931cbdd40931451113bebc10,
WHI-P97,whi-p97,83f11685a7277841b515a333cbd3b869,
Wiki4,wiki4,b1b117d074f451e7f83949dc1231e64a,
Withaferin A,withaferin a,12938dea9b988214aa4f723589cf0396,
Wnk-463,wnk-463,343fa212862f44f40aa0f051bdade2f6,
Wnt-C59,wnt-c59,8e339f86c6f06f9280a453b38389ceda,
WS3,ws-3,0d9121a4cc2ed9899abdb29466acf438,
Wt-161,wt-161,7abc0ee0f43b1a2b4c4895055482263b,
WYE-125132,wye-125132,a0e8ec5770f2242f28eef7e8f1ea2ffc,
wye-354,wye-354,271e8a583b7c71188f3946ccdcad7768,
Wye-687,wye-687,e1180426def92f7ab823517f7e15e532,
Wyeth Cot Inhibitor 2,wyeth cot inhibitor 2,a5040cea7726461f2be590a4815c4836,
WZ-3146,wz-3146,e272f9d11688bad7fbef21c3ff695f26,
WZ-4003,wz-4003,64b5888c0c166441622e43ff269c9b43,
WZ-8040,wz-8040,32b330628dbd637bfab3a59faf6d879e,
Xanthatin,xanthatin,81366c8cdcb9e236c32df2e5d7478a5c,
XCT-790,xct-790,2900f8c4268a782f0da35029bfeb4ed3,
Xmd17-109,xmd17-109,dcf61e7bef9018d5c5b8c36ffae00dc7,
XMD17-109 (ERK5-IN-1),xmd17-109 (erk5-in-1),dc07117ef6a9abcfee9099545f998135,
XMD8-87,xmd8-87,4571587217753d4ba1d399bbc86366b3,
Xmd8-92,xmd8-92,01c3c658a1812424e14e54fb884e4ebd,
Xmu-mp-1,xmu-mp-1,eda7b8a37566cd64aa0b6ad6a08545c3,
XRP-44X,xrp-44x,3b62fb04fef358c2df3cc0867b9f7eeb,
YK-4-279,yk-4-279,82e122854529ed91320aed7c638c13d3,
YK-72,yk-72,92b27448196e664f0ff3b5427235ea68,
YKL-05-099,ykl-05-099,8f177deb3982a44e20d4d19818d771d6,
Ym-201636,ym-201636,e3c9653dd31d939ab108bd9b4d126cc2,
YU-238259,yu-238259,5292ec9fdff20002c43375b2f9a9f4e3,
Yw3-56,yw3-56,0e863c012291cbf4553cb4041060593c,
Zebularine,zebularine,a178cbed4eccb6bcafd10b17b717df73,
Z-FL-COCHO,cathepsin s inhibitor,eb76bc147e3012677e1c550e614c7ead,
Zm 39923,zm-39923,ce46111e2749ff4c051b49a2811af85b,
Zm-336372,zm-336372,846c692038a9b7ff6e1c781645e07829,
Tubacin,tubacin,6236f05454b0ed8f15297c3508cf8e7e,
Oridonin,oridonin,e2700d4447246c8955142aeb1b06b277,
PNU-282987,pnu-282987,fcc45e730710a8e5b51c67dcc34216ef,
Rottlerin,rottlerin,ff0827b043d66050c0b0f0ebb4bef599,
AZ-960,az-960,aeb08a170f762ee53adaafa5e52d2b50,
"2',4,4'-Trihydroxychalcone",isoliquiritigenin,9fefad94441b1a5f54eb202717c47633,
Tubastatin a,tubastatin a,3c6bb8b2ceeedfb7c49c4c5f65a8d84e,
adx-47273,adx-47273,277c21bcdd752be9a95664ef7d7d7f90,
Win-55212-2 mesylate,win-55212-2,a4f739979ad5be69a4e153af19dfc466,
Jx401,jx-401,6bb409ff28edda4f2d1427c371202d69,
Tripterin,celastrol,c03055ba65bf600364af7f2aa9032ed8,
AM-630,am-630,abec7b756693f43cfc7e8406cee34858,
GYKI-53655,gyki-53655,10ea9f01950e2bb001ca6e639834c5bf,
Jzl-184,jzl-184,3a260734f1e65f1f331e2c3c52d6f40d,
Ginkgolide A,ginkgolide a,b533b0355e2da18c8ad72b8fb0fc826c,
Mcoppb,mcoppb,b68d7abb82694e506d8f9789d63286e4,
TGX-221,tgx-221,fcad536f898c94e78a82720e91e3b876,
Gw-2580,gw632580x,b729421562998921d6dea166765735ed,
bms-509744,bms-509744,cc20f4a0e7475946543accccfab62bf2,
bms-687453,bms-687453,0662796b6313c214838f3777287959af,
IOX-1,iox-1,9bc3a00bcca75219540be6656c893ecc,
Kdm5-c70,kdm5-c70,f4d23f30869b2fcebcb4fb94b03277ac,
BMS-345541,bms-345541,88842530a8692a72eb4b5172e2a59f9e,
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,chir-124,787ef70865f65dc3524303ad40f9609f,
KAEMPFEROL,kaempferol,6ba1a24f0287056c0fff7fdb84fedcfe,
PIK-75,pik-75,e22c51fb20eae49ddd5a64bbb309d0e3,
Chelerythrine chloride,chelerythrine chloride,003bd2b410ae5e931715f6ccf9ec5636,
Methyl jasmonate,methyl jasmonate,e126a708420c5c955472014c77eab314,
am-2282,staurosporine,e324536be9df87cda36edb6c6efd45cb,
(-)-Indolactam V,(-)-indolactam v,b0f11824bfc8c0d5f56a4b13799df87d,
3-indolebutyric acid,3-indolebutyric acid,0b2ed95d1f034197e4adb9eeaf5c6d6e,
Amg-458,amg-458,fac92247030416126d1f36397b8193c3,
Antimycin a,antimycin a,0e3bc21b7142d8adbfc6dd9a76fb8c92,
AZ-628,az-628,69da76790a081a6395070b8c9c7de0e3,
Bag-956,bag-956,9493d62df883fe531161b8444ffb363b,
cct018159,cct-018159,9efbf32b1583a600b47ebb3036cfa218,
CCT-241533,cct-241533,0ff2a12c3a2b858d38a9c6d5adecb0a8,
CX-5461,cx-5461,a240dbbf9bd18d030901fa1483446f9b,
GNE-477,gne-477,15c8549d92027495e5ce92c2c4d61ed6,
KU-0064,ku-55933,f260b697bf2d6c11892dc010a756637e,
O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,nu-6102,6a6d9aa08b7d9a7226c22c3d4aec1de8,
PP-121,pp-121,6d4fa7063e7e65b3e0f5096531e32980,
"Wortmannin,penicilliumfuniculosum",wortmannin,3bec50d08dac1fc64c31c12ec86702df,
Ly 320135,ly-320135,23baabd9d8c07254522ced4730418da2,
AG-14361,ag-14361,a858bcc1ae8e712be21f49a227b00259,
JNK Inhibitor V,jnk inhibitor v,bb5826dd29d75561ca9e55bdaf630a0f,
GNF 2,gnf-2,43ffea1911706880425e373ea13d8735,
Gbr 12935,gbr-12935,e00a01e65fdf50ba5be09adb508586b7,
Bay61-3606,bay61-3606,653b858755dda7cc1d28d48dbb3a74c9,
Cyclovirobuxin d,cyclovirobuxin d,4330ec8b6cde9c429ea21eac4e11ede0,
